gene,importance,p_value,rank_by_importance,is_known,high_group_size,low_group_size,significant
PBRM1,0.0,0.11401387499454106,1698,False,91,92,NO
DAAM1,0.0,0.019350258191510025,1699,False,91,92,YES
DAAM2,0.0,0.5313686448186439,1700,False,91,92,NO
HLA-DRB1,0.0,0.11877476187948269,1701,False,91,92,NO
XAF1,0.0,0.01719088222579221,1703,False,91,92,YES
PWP2,0.0,0.6692975856129061,1704,False,91,92,NO
HLA-DRB5,0.0,0.47870750800097883,1705,False,91,92,NO
CCDC152,0.0,0.12825443244408735,1706,False,91,92,NO
CCDC153,0.0,0.2770792456647464,1707,False,91,92,NO
CCDC151,0.0,0.13154504851796747,1709,False,91,92,NO
GUK1,0.0,0.8958384597251795,1710,False,91,92,NO
CCDC154,0.0,0.051437538636061625,1712,False,91,92,NO
CCDC155,0.0,0.5416017074101602,1713,False,91,92,NO
CCDC159,0.0,0.030896140788915078,1715,False,91,92,YES
SNX21,0.0,0.3993565642993997,1716,False,91,92,NO
H1FNT,0.0,0.053622223206982476,1717,False,91,92,NO
TMCO5A,0.0,0.00013936909000240814,1718,False,66,117,YES
LRRC4C,0.0,0.8930881811735463,1721,False,91,92,NO
LRRC4B,0.0,0.017409340685362575,1722,False,91,92,YES
MTCH2,0.0,0.4246508613974933,1723,False,91,92,NO
FN1,0.0,0.09834002037911417,1724,False,91,92,NO
SYT1,0.0,0.4407265365859735,1726,False,91,92,NO
SYT2,0.0,0.2784901228416117,1727,False,91,92,NO
OR6T1,0.0,0.39088304218261527,1728,False,27,156,NO
SYT4,0.0,0.03085567735640854,1729,False,91,92,YES
SYT5,0.0,0.0007958161894415191,1730,False,91,92,YES
SYT6,0.0,0.40518599420844714,1731,False,91,92,NO
SYT7,0.0,0.15502501340031735,1732,False,91,92,NO
SYK,0.0,0.4000775877432473,1733,False,91,92,NO
RHO,0.0,0.01171096815780258,1735,False,62,121,YES
PRAMEF17,0.0,,1736,False,0,183,NA
OBFC2B,0.0,0.5867738956817189,1737,False,91,92,NO
KAZ,0.0,0.17568895835855616,1738,False,91,92,NO
OBFC2A,0.0,0.797691708143608,1739,False,91,92,NO
MEP1A,0.0,0.9964324847819741,1740,False,91,92,NO
MEP1B,0.0,0.04690932402221357,1741,False,91,92,YES
TASP1,0.0,0.7355014380311292,1742,False,91,92,NO
TG,0.0,0.6577662398414292,1743,False,91,92,NO
SNORD113-7,0.0,,1744,False,0,183,NA
KISS1R,0.0,0.09292244914558745,1745,False,91,92,NO
PER3,0.0,0.08739788282924711,1746,False,91,92,NO
ATP5L,0.0,0.4504046517073559,1748,False,91,92,NO
LOC100133331,0.0,0.0012441184589881663,1749,False,91,92,YES
COLQ,0.0,0.012721922350837451,1750,False,91,92,YES
SLC9A3R2,0.0,0.5465801600616792,1751,False,91,92,NO
SPZ1,0.0,0.5544049782796008,1753,False,10,173,NO
FLJ16779,0.0,0.18232975006078805,1754,False,91,92,NO
FAM189A2,0.0,0.7142109259829137,1755,False,91,92,NO
FAM189A1,0.0,0.44537987029561754,1756,False,91,92,NO
ZFYVE19,0.0,0.30063060454592977,1757,False,91,92,NO
MARCO,0.0,0.09311723075715789,1758,False,91,92,NO
SAP30,0.0,0.9153156166348594,1759,False,91,92,NO
TRIM5,0.0,0.01707989472671196,1760,False,91,92,YES
HFE,0.0,0.03757401266630315,1761,False,91,92,YES
TCP11L2,0.0,0.4682834540781562,1762,False,91,92,NO
NES,0.0,0.6002462066454706,1763,False,91,92,NO
CNTROB,0.0,0.14723948298621006,1764,False,91,92,NO
PALMD,0.0,0.4278821563899853,1765,False,91,92,NO
HSFX1,0.0,,1766,False,0,183,NA
SNORD96A,0.0,,1767,False,0,183,NA
ANGPT2,0.0,0.4557877248263089,1768,False,91,92,NO
ANGPT1,0.0,0.9504682792762407,1769,False,91,92,NO
ANGPT4,0.0,0.8389568752453467,1770,False,91,92,NO
TRIM4,0.0,0.11068161261928394,1771,False,91,92,NO
LOC100130274,0.0,0.9657025612039101,1772,False,48,135,NO
PRSS22,0.0,0.28512936367749064,1773,False,91,92,NO
MRPL45,0.0,0.26343673413951674,1774,False,91,92,NO
OXT,0.0,0.3974666654269364,1776,False,91,92,NO
DUPD1,0.0,0.5157818121435035,1777,False,17,166,NO
ZFPM2,0.0,0.6785706269825249,1778,False,91,92,NO
SEPT10,0.0,0.020168186914320024,1779,False,91,92,YES
C1orf53,0.0,0.25089747439528964,1780,False,91,92,NO
C1orf52,0.0,0.9606351544031857,1781,False,91,92,NO
C1orf51,0.0,0.612237544789971,1782,False,91,92,NO
C1orf50,0.0,0.027799927236242323,1783,False,91,92,YES
C1orf57,0.0,0.18890691562894663,1784,False,91,92,NO
C1orf56,0.0,0.10497448060426,1785,False,91,92,NO
C1orf55,0.0,0.07587835746317514,1786,False,91,92,NO
C1orf54,0.0,0.8382161423496276,1787,False,91,92,NO
MPZL2,0.0,0.0006935028795625578,1788,False,91,92,YES
C1orf59,0.0,0.9779038549267598,1789,False,91,92,NO
C1orf58,0.0,0.009615267205336618,1790,False,91,92,YES
SSTR5,0.0,0.03098331603503086,1791,False,91,92,YES
LOC647979,0.0,0.3328300883827795,1792,False,91,92,NO
LOC151300,0.0,,1793,False,4,179,NA
ICMT,0.0,0.566729412317754,1794,False,91,92,NO
TRIM7,0.0,0.0765548288128252,1795,False,91,92,NO
NIPA1,0.0,0.22166755609231137,1796,False,91,92,NO
TBK1,0.0,0.4686147919327318,1797,False,91,92,NO
LAG3,0.0,0.8213665180876508,1798,False,91,92,NO
RGP1,0.0,0.8870667673156057,1799,False,91,92,NO
FCF1,0.0,0.06004916796108068,1800,False,91,92,NO
MPZL1,0.0,0.6616759657705251,1801,False,91,92,NO
ATP6V0A4,0.0,0.32457132314146364,1802,False,91,92,NO
ATP6V0A1,0.0,0.003928214560692052,1803,False,91,92,YES
ATP6V0A2,0.0,0.14654549116220672,1804,False,91,92,NO
GPR98,0.0,0.2325701736136951,1805,False,91,92,NO
GPR97,0.0,0.6029755944379709,1806,False,91,92,NO
SLC22A15,0.0,0.6553739818444926,1807,False,91,92,NO
?|90288,0.0,0.43015179182258745,1808,False,91,92,NO
GUCA1A,0.0,0.008509314669062986,1809,False,91,92,YES
GUCA1C,0.0,0.5368899045081554,1810,False,85,98,NO
GUCA1B,0.0,0.4391578557822773,1811,False,91,92,NO
KRT75,0.0,0.8310586947319804,1812,False,91,92,NO
KRT74,0.0,0.19018742007560474,1813,False,39,144,NO
KRT76,0.0,0.893221761550343,1815,False,35,148,NO
KRT71,0.0,0.8038167715949871,1816,False,75,108,NO
C17orf108,0.0,0.1609746461457526,1817,False,91,92,NO
KRT72,0.0,0.5179349223752246,1818,False,90,93,NO
C17orf106,0.0,0.04544018314802522,1819,False,91,92,YES
C17orf107,0.0,0.01187948855453032,1820,False,91,92,YES
C17orf105,0.0,0.25186945700198543,1822,False,17,166,NO
C17orf102,0.0,0.5314394675516969,1823,False,91,92,NO
C17orf103,0.0,0.19568366609740134,1824,False,91,92,NO
C17orf100,0.0,0.1349697186667825,1825,False,91,92,NO
C17orf101,0.0,0.2007678320792788,1826,False,91,92,NO
UNC13A,0.0,0.05213320618631029,1827,False,91,92,NO
SMPD4,0.0,0.5714301240635794,1828,False,91,92,NO
ATR,0.0,0.1148920114087236,1829,True,91,92,NO
ADAM33,0.0,0.3235519857378692,1830,False,91,92,NO
ACOXL,0.0,0.2772933092741749,1831,False,91,92,NO
SMPD2,0.0,0.042808186415186925,1832,False,91,92,YES
BRIP1,0.0,0.001657677041303348,1833,False,91,92,YES
PDE11A,0.0,0.3492920825688337,1834,False,91,92,NO
ITGBL1,0.0,0.2205614180566424,1835,False,91,92,NO
ZDHHC3,0.0,0.012274987768404204,1836,False,91,92,YES
ZNF571,0.0,0.15208871042148697,1837,False,91,92,NO
NKX6-3,0.0,0.4140371561486056,1838,False,90,93,NO
ATP5A1,0.0,0.3260448509186709,1839,False,91,92,NO
HFE2,0.0,0.7262341374903156,1840,False,91,92,NO
SASH3,0.0,0.5919154852404656,1841,False,91,92,NO
RAB30,0.0,0.4403668986521573,1842,False,90,93,NO
TTC28,0.0,0.26879045465358264,1843,False,91,92,NO
AAMP,0.0,0.48752575793731656,1844,False,91,92,NO
LRRFIP1,0.0,0.007493464701971199,1845,False,91,92,YES
TTC24,0.0,0.5930489101921432,1846,False,91,92,NO
TTC25,0.0,0.030769637619908786,1847,False,91,92,YES
TTC26,0.0,0.767105776086601,1848,False,91,92,NO
DOT1L,0.0,0.06337256398744494,1849,False,91,92,NO
FUNDC2P2,0.0,0.12375988596198158,1850,False,91,92,NO
FLJ46111,0.0,0.20302469064989936,1851,False,91,92,NO
TTC22,0.0,0.34425560313938475,1852,False,91,92,NO
LOC402644,0.0,0.6702980120959262,1853,False,11,172,NO
TCL1B,0.0,0.10531117816998022,1855,False,91,92,NO
CARS,0.0,0.024501179635121422,1856,False,90,93,YES
PODXL2,0.0,0.7627909634014198,1857,False,91,92,NO
IL6R,0.0,0.17857547980036526,1858,False,91,92,NO
ENO1,0.0,0.12966537618063012,1859,False,91,92,NO
ENO2,0.0,0.5256803660306892,1860,False,91,92,NO
ENO3,0.0,0.08864617945134977,1861,False,91,92,NO
TRAM2,0.0,0.8396470519281918,1862,False,91,92,NO
MGC16025,0.0,0.1805896382042055,1863,False,91,92,NO
PER4,0.0,,1864,False,4,179,NA
SYCP2,0.0,0.9579371191310438,1865,False,91,92,NO
NPAT,0.0,0.26162006542508254,1866,False,91,92,NO
TAOK2,0.0,0.023491015521561315,1867,False,91,92,YES
SYCP1,0.0,0.21785466630373584,1868,False,11,172,NO
CNOT6L,0.0,0.42322922549670605,1869,False,91,92,NO
NDUFS1,0.0,0.005895958157785146,1870,False,91,92,YES
LLGL2,0.0,0.024969414838133582,1871,False,91,92,YES
SLC22A18,0.0,0.6287775066781691,1872,False,91,92,NO
ADAM3A,0.0,,1873,False,0,183,NA
ACOX2,0.0,0.023210156974659564,1874,False,91,92,YES
ACOX3,0.0,0.7996615334636871,1875,False,91,92,NO
SLC22A14,0.0,0.8924549928279416,1876,False,91,92,NO
ACOX1,0.0,0.8303962948791512,1877,False,91,92,NO
SLC22A12,0.0,0.07523033797705823,1878,False,33,150,NO
SLC22A13,0.0,0.5305267365304831,1879,False,91,92,NO
SLC22A11,0.0,0.19760592190814646,1881,False,91,92,NO
SSTR4,0.0,0.7165515061767207,1882,False,54,129,NO
NSMCE1,0.0,0.8190207630198748,1883,False,91,92,NO
LOC728613,0.0,0.3810775454465538,1884,False,91,92,NO
CFD,0.0,0.12872443705195036,1885,False,91,92,NO
OBSCN,0.0,0.8000644025563552,1886,False,91,92,NO
PFDN1,0.0,0.33928015975597126,1887,False,91,92,NO
PTK2,0.0,0.09637015915790922,1888,False,91,92,NO
PTK7,0.0,0.028438906428481507,1889,False,91,92,YES
PTK6,0.0,0.0021557751941201236,1890,False,91,92,YES
RABGAP1,0.0,0.2484966903598502,1891,False,91,92,NO
SNORD119,0.0,,1892,False,0,183,NA
PRKAA2,0.0,0.8893764502642504,1893,False,91,92,NO
PRKAA1,0.0,0.07429126189895002,1894,False,91,92,NO
ITGB3BP,0.0,0.798760183480266,1895,False,91,92,NO
PFDN2,0.0,0.1378823685482843,1896,False,91,92,NO
CELF4,0.0,0.1022248200657823,1897,False,91,92,NO
CYB5B,0.0,0.07278200139757392,1898,False,91,92,NO
GAL3ST1,0.0,0.6870913988179306,1899,False,91,92,NO
POMP,0.0,0.4769845368956236,1900,False,91,92,NO
GAL3ST3,0.0,0.38169546918969866,1901,False,91,92,NO
GAL3ST4,0.0,0.760231237700892,1903,False,91,92,NO
SCARA3,0.0,0.6943921405659497,1905,False,91,92,NO
TRPC4,0.0,0.5243325436429735,1906,False,91,92,NO
XPA,0.0,0.019851779694033986,1907,False,91,92,YES
IL18RAP,0.0,0.7725154683058764,1908,False,91,92,NO
IL17RD,0.0,0.9153727307020669,1909,False,91,92,NO
ATG16L1,0.0,0.2713481001803147,1910,False,91,92,NO
ATG16L2,0.0,0.06317319822602732,1911,False,91,92,NO
C4orf50,0.0,0.04089474748962834,1912,False,91,92,YES
C4orf51,0.0,0.9044634762996591,1913,False,10,173,NO
C4orf52,0.0,0.3896449316845084,1914,False,91,92,NO
C3orf30,0.0,0.5459835008118361,1915,False,64,119,NO
ARHGDIB,0.0,0.21753283202926874,1916,False,91,92,NO
C3orf36,0.0,0.5242280720269974,1917,False,91,92,NO
C3orf35,0.0,0.032229064283991804,1918,False,91,92,YES
C3orf34,0.0,0.5892187253410548,1919,False,91,92,NO
NANP,0.0,0.6959433961860007,1920,False,91,92,NO
C3orf39,0.0,0.44254621551553197,1921,False,91,92,NO
USH1G,0.0,0.5513127622356336,1923,False,91,92,NO
IL17REL,0.0,0.5000744616863,1924,False,91,92,NO
MATN1,0.0,0.6619084577121506,1925,False,91,92,NO
MATN3,0.0,0.21724612702528937,1926,False,91,92,NO
MATN2,0.0,0.25176427607566043,1927,False,91,92,NO
MATN4,0.0,0.7997454012467672,1928,False,91,92,NO
PCGEM1,0.0,0.09160075587160123,1929,False,13,170,NO
ENDOG,0.0,0.6365262690182363,1931,False,91,92,NO
STIL,0.0,0.12360994867185295,1932,False,91,92,NO
C12orf12,0.0,0.4246225923367626,1933,False,10,173,NO
C15orf62,0.0,0.2748298624282153,1935,False,91,92,NO
C15orf63,0.0,0.5822008603654881,1936,False,91,92,NO
CES3,0.0,0.10991451729747795,1937,False,91,92,NO
CES2,0.0,0.003397595139215354,1938,False,91,92,YES
EBF3,0.0,0.52824585310612,1939,False,91,92,NO
EBF2,0.0,0.7575411029932883,1940,False,91,92,NO
EBF1,0.0,0.08701964449779824,1941,False,91,92,NO
KBTBD10,0.0,0.00907264789335534,1942,False,91,92,YES
FFAR2,0.0,0.1966305197136684,1943,False,91,92,NO
CES8,0.0,0.06981619089739222,1944,False,91,92,NO
LMNA,0.0,0.36079261941364904,1945,False,91,92,NO
FFAR1,0.0,0.1925737805801608,1946,False,91,92,NO
BDH2,0.0,0.9802105418553113,1947,False,91,92,NO
ENDOU,0.0,0.2513782651783596,1948,False,91,92,NO
BDH1,0.0,0.20512505987266208,1949,False,91,92,NO
DDX23,0.0,0.8226015367240928,1950,False,91,92,NO
DDX21,0.0,0.0016076099776680996,1951,False,91,92,YES
DDX20,0.0,0.7410556687589813,1952,False,91,92,NO
DDX27,0.0,0.9306021036570619,1953,False,91,92,NO
ZNF157,0.0,0.0711567905858811,1954,False,91,92,NO
DDX25,0.0,0.011322789888173859,1955,False,91,92,YES
DDX24,0.0,0.20844780054659834,1956,False,91,92,NO
ERBB2,0.0,0.028584912563190207,1957,True,91,92,YES
HLA-DMB,0.0,0.38961536747261116,1958,False,91,92,NO
TSNAX,0.0,0.3793174134428807,1961,False,91,92,NO
OTC,0.0,0.6647040161390015,1962,False,91,92,NO
ZNF90,0.0,0.5975503362431422,1963,False,91,92,NO
RPL32P3,0.0,0.5658978380801793,1964,False,91,92,NO
ZNF92,0.0,0.9363724963703086,1965,False,91,92,NO
ZNF578,0.0,0.1866092130015879,1966,False,91,92,NO
UNC13B,0.0,0.1223622897747407,1967,False,91,92,NO
ZNF98,0.0,0.4447708246300536,1968,False,91,92,NO
ZNF99,0.0,0.9393005925837252,1969,False,80,103,NO
PI4KAP1,0.0,0.005580757557082107,1970,False,91,92,YES
FLVCR2,0.0,0.636236213202567,1972,False,91,92,NO
FBXO18,0.0,0.023539494767241785,1973,False,91,92,YES
DCTD,0.0,0.03222246022123948,1974,False,91,92,YES
RAET1E,0.0,0.4406685423797978,1975,False,91,92,NO
UBE2J1,0.0,0.8305884610619896,1976,False,91,92,NO
FKBP10,0.0,0.7564020892085672,1977,False,91,92,NO
FKBP11,0.0,0.6693373776709529,1978,False,91,92,NO
TBX21,0.0,0.6169944455385302,1979,False,91,92,NO
C12orf10,0.0,0.9101742524835399,1981,False,91,92,NO
FAM3C,0.0,0.007084899651594078,1982,False,91,92,YES
FAM3D,0.0,0.669954172706726,1983,False,91,92,NO
C20orf12,0.0,0.14309930010452215,1984,False,91,92,NO
C20orf11,0.0,0.33996988408876183,1985,False,91,92,NO
FBXO15,0.0,0.050646808415300004,1986,False,91,92,NO
SNORD94,0.0,0.13325975056709027,1987,False,72,111,NO
PCK1,0.0,0.8898340286731791,1988,False,91,92,NO
VPS16,0.0,0.01187142740700797,1989,False,91,92,YES
PDPN,0.0,0.49185255386662863,1990,False,91,92,NO
GGPS1,0.0,0.33752310698660215,1991,False,91,92,NO
SFTA3,0.0,0.48993306024667604,1992,False,24,159,NO
SFTA2,0.0,0.004362694141297175,1993,False,91,92,YES
HBII-52-46,0.0,,1994,False,0,183,NA
HBII-52-45,0.0,,1995,False,0,183,NA
WSCD2,0.0,0.6518235306474267,1996,False,91,92,NO
NACA2,0.0,0.32768363841213255,1997,False,91,92,NO
C9orf169,0.0,0.07195238039450459,1998,False,91,92,NO
PROX1,0.0,0.9803361684603699,1999,False,91,92,NO
CNGB1,0.0,0.02448199213351921,2000,False,91,92,YES
C9orf163,0.0,0.07551519722821125,2001,False,91,92,NO
CNGB3,0.0,0.45192981292237866,2002,False,78,105,NO
FAM153C,0.0,0.9284499936286247,2003,False,91,92,NO
SNORD47,0.0,,2004,False,0,183,NA
C9orf167,0.0,0.3158656961642428,2005,False,91,92,NO
CLK2P,0.0,0.4245294843116534,2007,False,91,92,NO
PLA2G6,0.0,0.0902405459507676,2008,False,91,92,NO
PLA2G7,0.0,0.8390825410984679,2009,False,91,92,NO
MARCKS,0.0,0.9376088053378074,2010,False,91,92,NO
CCDC77,0.0,0.37798685455415926,2013,False,91,92,NO
CCDC75,0.0,0.5868203151535663,2014,False,91,92,NO
CCDC72,0.0,0.026239711076944276,2015,False,91,92,YES
CCDC73,0.0,0.6510153235397846,2016,False,91,92,NO
CCDC70,0.0,0.5843446581743401,2017,False,29,154,NO
CCDC71,0.0,0.11632823910554972,2018,False,91,92,NO
OR2G3,0.0,,2019,False,3,180,NA
FPR1,0.0,0.6935520148795085,2020,False,91,92,NO
FPR2,0.0,0.1910395156406935,2021,False,91,92,NO
FPR3,0.0,0.47350218593820503,2022,False,91,92,NO
OR2G6,0.0,,2023,False,4,179,NA
CCDC78,0.0,0.15180122015458294,2024,False,91,92,NO
TMEM109,0.0,0.3985359408066115,2026,False,91,92,NO
TMEM108,0.0,0.00987237995598817,2027,False,91,92,YES
HIST3H2BB,0.0,0.12530773452410046,2028,False,91,92,NO
PRAC,0.0,0.8928265479465638,2029,False,26,157,NO
HOPX,0.0,0.2048842174258606,2030,False,91,92,NO
SPARCL1,0.0,0.34377655920723904,2031,False,91,92,NO
SNORD4B,0.0,,2032,False,0,183,NA
SNORD4A,0.0,,2033,False,0,183,NA
FOXH1,0.0,0.9454709755989065,2034,False,91,92,NO
TMEM107,0.0,0.0874235724865587,2035,False,91,92,NO
LOC285780,0.0,0.41935681503901234,2036,False,71,112,NO
TMEM105,0.0,0.03065019340359773,2037,False,91,92,YES
PRG3,0.0,,2038,False,4,179,NA
SMPDL3B,0.0,0.5401833477441469,2039,False,91,92,NO
VSTM1,0.0,0.8883328487679062,2040,False,91,92,NO
LOC100127888,0.0,0.2310853370497234,2042,False,91,92,NO
TRANK1,0.0,0.6747788764783926,2043,False,91,92,NO
LOC650293,0.0,,2044,False,2,181,NA
CSHL1,0.0,,2045,False,1,182,NA
NPPC,0.0,0.009249328615117215,2046,False,83,100,YES
SPEN,0.0,0.6059450883418744,2047,False,91,92,NO
OSGIN2,0.0,0.005127347071042143,2048,False,91,92,YES
SYT3,0.0,0.0010360550198520685,2049,False,91,92,YES
FKBP1B,0.0,0.27774580536553795,2050,False,91,92,NO
FKBP1A,0.0,0.09726791976683909,2051,False,91,92,NO
SLAIN2,0.0,0.0026933926028917935,2052,False,91,92,YES
MANEAL,0.0,0.13604395121596655,2053,False,91,92,NO
SARS,0.0,0.44202243666472274,2054,False,91,92,NO
STAT6,0.0,0.12563969051605473,2055,False,91,92,NO
ZFYVE26,0.0,0.06964578325789228,2056,False,91,92,NO
STOML2,0.0,0.5175026376513714,2057,False,91,92,NO
STOML1,0.0,0.5903783270489833,2058,False,91,92,NO
PIP5K1P1,0.0,0.2644994517360658,2059,False,91,92,NO
FBLIM1,0.0,0.7085497537484657,2060,False,91,92,NO
RPN1,0.0,0.2293884571831769,2061,False,91,92,NO
FAM10A4,0.0,0.8765202708785077,2062,False,91,92,NO
TRPT1,0.0,0.40484941519883955,2063,False,91,92,NO
DAXX,0.0,0.7079805956247596,2064,False,91,92,NO
CDC16,0.0,0.017698024578351297,2065,False,91,92,YES
KIAA1486,0.0,0.6989495526781492,2066,False,91,92,NO
AHNAK,0.0,0.020394681856845318,2067,False,91,92,YES
NT5E,0.0,0.11672600593717006,2068,False,91,92,NO
TMEM40,0.0,0.009067558559709433,2069,False,91,92,YES
LOC340017,0.0,0.5283561254352709,2070,False,29,154,NO
ZNF431,0.0,0.8496601281683324,2071,False,91,92,NO
LGALS9C,0.0,0.43915444126209047,2072,False,91,92,NO
LGALS9B,0.0,0.01155813892113194,2073,False,91,92,YES
UNC50,0.0,0.6446723310036746,2074,False,91,92,NO
NKAIN4,0.0,0.04879681696867465,2075,False,91,92,YES
NKAIN3,0.0,0.025158090027594192,2076,False,80,103,YES
NKAIN2,0.0,0.027477319014940653,2077,False,91,92,YES
LOC284788,0.0,0.3644867586231335,2078,False,30,153,NO
MAP1A,0.0,0.05443087158445927,2079,False,91,92,NO
MAP1B,0.0,0.033427843535259336,2080,False,91,92,YES
TMEM200C,0.0,0.1524423044914989,2081,False,91,92,NO
IGSF9B,0.0,0.8458508247143649,2082,False,91,92,NO
PDCL3,0.0,0.5325008482434543,2083,False,91,92,NO
LBX2,0.0,0.4100605954847526,2084,False,91,92,NO
UNC5C,0.0,0.8129512540335624,2085,False,91,92,NO
VGF,0.0,0.0019783210966981836,2086,False,91,92,YES
LBX1,0.0,0.8870905314197037,2087,False,11,172,NO
UNC5D,0.0,0.0999989495227869,2088,False,91,92,NO
TBC1D4,0.0,0.4879568725788169,2090,False,91,92,NO
MAP1S,0.0,0.3040187340050897,2091,False,91,92,NO
ZNF430,0.0,0.5327865062495509,2093,False,91,92,NO
ZSCAN5A,0.0,0.006855738357169235,2094,False,91,92,YES
IMMP1L,0.0,0.9576769198204846,2095,False,91,92,NO
FRMD6,0.0,0.010604600439543496,2097,False,91,92,YES
FRMD7,0.0,0.204724071211642,2098,False,91,92,NO
PLCD4,0.0,0.1107570241997829,2099,False,91,92,NO
FRMD1,0.0,0.6814458151745278,2100,False,91,92,NO
PKNOX2,0.0,0.9557745812625242,2101,False,91,92,NO
FRMD3,0.0,0.676855406069518,2102,False,91,92,NO
TMEM200B,0.0,0.23887551527084705,2104,False,91,92,NO
CYorf15B,0.0,0.19969653995139752,2106,False,91,92,NO
CYorf15A,0.0,0.7166309925226304,2107,False,91,92,NO
GNAS,0.0,0.7388570734724738,2108,False,91,92,NO
MED13L,0.0,0.5661745018419722,2109,False,91,92,NO
DSCR4,0.0,0.3170319011926715,2110,False,21,162,NO
DSCR6,0.0,0.7941142859179974,2111,False,91,92,NO
PTCD2,0.0,0.956559686374689,2112,False,91,92,NO
PTCD3,0.0,0.27808250340236196,2113,False,91,92,NO
DSCR3,0.0,0.0013678171508957845,2114,False,91,92,YES
PTCD1,0.0,0.37282828327249296,2115,False,91,92,NO
PDE7A,0.0,0.4502207218609793,2116,False,91,92,NO
ZNF433,0.0,0.47114862717009953,2117,False,91,92,NO
SIX5,0.0,0.9562129803755217,2118,False,91,92,NO
GNAL,0.0,0.2936831278039026,2119,False,91,92,NO
HLTF,0.0,0.7603188001560344,2120,False,91,92,NO
AGFG2,0.0,0.14387520765209744,2121,False,91,92,NO
AGFG1,0.0,0.25352610232852607,2122,False,91,92,NO
DPF2,0.0,0.9637423491643373,2123,False,91,92,NO
DPF3,0.0,0.5756130723412178,2124,False,91,92,NO
DPF1,0.0,0.021948902781189085,2125,False,91,92,YES
ASNA1,0.0,0.48437280993191856,2126,False,91,92,NO
RPS12,0.0,0.7664861052437697,2127,False,91,92,NO
SAGE1,0.0,0.6776085283255384,2128,False,91,92,NO
WNT16,0.0,0.8705468779109711,2129,False,91,92,NO
RPL18A,0.0,0.8057520676737968,2131,False,91,92,NO
SIX1,0.0,0.9702294979123333,2132,False,91,92,NO
KRT3,0.0,0.034730745965813055,2133,False,91,92,YES
KRT2,0.0,0.1703834880637618,2134,False,91,92,NO
KRT1,0.0,0.8808307895085024,2135,False,91,92,NO
OR2F1,0.0,,2136,False,7,176,NA
FST,0.0,0.8130283403383574,2137,False,91,92,NO
SIX2,0.0,0.02940893141636437,2138,False,91,92,YES
KRT4,0.0,0.2624613798625985,2140,False,91,92,NO
CLEC18A,0.0,0.09775556194545693,2141,False,91,92,NO
CRYGA,0.0,,2142,False,1,182,NA
CEND1,0.0,0.05526301582291551,2143,False,91,92,NO
CRYGC,0.0,0.0600311409195532,2144,False,19,164,NO
DACT1,0.0,0.9992305453593178,2145,False,91,92,NO
DACT3,0.0,0.983680793277071,2146,False,91,92,NO
DACT2,0.0,0.16372510726666434,2147,False,91,92,NO
VPS45,0.0,0.520694424678656,2148,False,91,92,NO
SPRR2F,0.0,0.0008830225875536332,2149,False,43,140,YES
VPS41,0.0,0.7281894175686335,2150,False,91,92,NO
BCAP29,0.0,0.14363843369529,2151,False,91,92,NO
SLC15A4,0.0,0.5035115364470986,2152,False,91,92,NO
TMCC1,0.0,0.0006252141381447576,2153,False,91,92,YES
TMCC2,0.0,0.004864056467559645,2154,False,91,92,YES
ECT2L,0.0,0.1308198997373899,2155,False,91,92,NO
MGC23284,0.0,9.019507901892504e-05,2156,False,91,92,YES
SDR42E1,0.0,0.16884089785500517,2157,False,91,92,NO
PP14571,0.0,0.9228156774592745,2158,False,91,92,NO
TAS2R30,0.0,0.6871777434951736,2159,False,40,143,NO
TAS2R31,0.0,0.023380801941248603,2160,False,91,92,YES
NMNAT2,0.0,0.4229985767142298,2161,False,91,92,NO
NMNAT1,0.0,0.8225913807684653,2163,False,91,92,NO
ALOX12B,0.0,0.2283092681467465,2164,False,91,92,NO
FOXG1,0.0,0.3806698455535882,2165,False,61,122,NO
TAS2R38,0.0,0.45687768140277074,2166,False,91,92,NO
TAS2R39,0.0,,2167,False,2,181,NA
EPB41L1,0.0,0.08015537022649788,2168,False,91,92,NO
NAA16,0.0,0.2995687273315093,2169,False,91,92,NO
EPB41L3,0.0,0.03836879819888279,2170,False,91,92,YES
EPB41L2,0.0,0.5795144611592131,2171,False,91,92,NO
EPB41L5,0.0,0.005152994011367813,2172,False,91,92,YES
ACSS3,0.0,0.6835626350863859,2173,False,91,92,NO
ACSS2,0.0,0.9747327259375147,2174,False,91,92,NO
ACSS1,0.0,0.9318314525764066,2175,False,91,92,NO
KIDINS220,0.0,0.358708994586465,2176,False,91,92,NO
TMEM156,0.0,0.6249499444391474,2177,False,91,92,NO
PLEKHM1,0.0,0.603440925935511,2178,False,91,92,NO
PLEKHM2,0.0,0.4635355476757538,2179,False,91,92,NO
FLJ43860,0.0,0.20013077956995667,2180,False,78,105,NO
RHOXF1,0.0,0.0035018944084285915,2181,False,91,92,YES
VPS4B,0.0,0.003254967282247397,2182,False,91,92,YES
ZNF727,0.0,0.30841085511449506,2183,False,91,92,NO
