gene,importance,p_value,rank_by_importance,is_known,high_group_size,low_group_size,significant
C4orf3,0.0,0.03401181501096947,1217,False,91,92,YES
GJC1,0.0,0.5942602228140925,1218,False,91,92,NO
ZNF138,0.0,0.37827157965209424,1219,False,91,92,NO
PFKFB1,0.0,0.7898451734507944,1220,False,91,92,NO
PRKACG,0.0,0.943830571439855,1221,False,38,145,NO
SPRYD3,0.0,0.15974067284217533,1222,False,91,92,NO
PRKACA,0.0,0.1942545882207335,1223,False,91,92,NO
ERICH1,0.0,0.10783563979053833,1224,False,91,92,NO
NUAK2,0.0,0.09087284591687117,1225,False,91,92,NO
PRKACB,0.0,0.4567912368187613,1226,False,91,92,NO
PSMB7,0.0,0.28704128160844034,1227,False,91,92,NO
PSMB6,0.0,0.40551025843227584,1228,False,91,92,NO
PSMB5,0.0,0.8486045512131141,1229,False,91,92,NO
C14orf119,0.0,0.01585513270989794,1230,False,91,92,YES
PSMB3,0.0,0.5679165455765616,1231,False,91,92,NO
PSMB2,0.0,0.5628685252730461,1232,False,91,92,NO
PSMB1,0.0,0.8653448690734835,1233,False,91,92,NO
LOC100128842,0.0,0.029515003927915964,1234,False,91,92,YES
C20orf79,0.0,,1235,False,1,182,NA
TNFSF10,0.0,0.0025522161027614794,1236,False,91,92,YES
PFKFB2,0.0,0.3589030764262825,1237,False,91,92,NO
LMBR1L,0.0,0.0011757466979026982,1238,False,91,92,YES
HDHD3,0.0,0.595258950260218,1239,False,91,92,NO
HDHD2,0.0,0.4389313237366431,1240,False,91,92,NO
C20orf71,0.0,,1241,False,1,182,NA
C20orf70,0.0,0.3008812413857155,1242,False,65,118,NO
LRRC23,0.0,0.6725405382337922,1243,False,91,92,NO
C20orf72,0.0,0.050395464026712807,1244,False,91,92,NO
PFKFB4,0.0,0.453426530356572,1245,False,91,92,NO
TDGF1,0.0,0.27351114457040854,1248,False,91,92,NO
KLK1,0.0,0.19545095224287473,1249,False,91,92,NO
TDGF3,0.0,0.6739678235061364,1250,False,91,92,NO
LOH3CR2A,0.0,0.11393834981918673,1251,False,91,92,NO
LOC339788,0.0,0.5887662806331244,1252,False,49,134,NO
CORO6,0.0,0.2140089323017496,1254,False,91,92,NO
CORO7,0.0,0.06577078004197695,1255,False,90,93,NO
SNORD21,0.0,,1256,False,0,183,NA
SNORD20,0.0,,1257,False,0,183,NA
SNORD23,0.0,,1258,False,0,183,NA
KLHDC5,0.0,0.38367668529722676,1259,False,91,92,NO
SNORD25,0.0,,1260,False,0,183,NA
KCNK9,0.0,0.27468413822375953,1261,False,91,92,NO
LOC285456,0.0,0.0934789371729815,1263,False,91,92,NO
KCNK4,0.0,0.12557761895663275,1264,False,91,92,NO
BDNFOS,0.0,0.5252579536777907,1266,False,91,92,NO
KCNK7,0.0,0.8319891772822864,1267,False,91,92,NO
FAM155B,0.0,0.01194907710259939,1268,False,91,92,YES
CRY1,0.0,0.008975708732376863,1269,False,91,92,YES
CRY2,0.0,0.004392609261900785,1270,False,91,92,YES
FAM155A,0.0,0.5689473389660382,1271,False,91,92,NO
C9orf144,0.0,0.3387677809675591,1272,False,28,155,NO
SULT2A1,0.0,0.10104578713499295,1273,False,57,126,NO
C9orf140,0.0,0.14974837264948815,1274,False,91,92,NO
C9orf142,0.0,0.18457613891349878,1275,False,91,92,NO
GLTP,0.0,0.9824991292913086,1276,False,91,92,NO
NACC2,0.0,0.08461493847123315,1277,False,91,92,NO
ACOT11,0.0,0.13298139937566386,1278,False,91,92,NO
ACOT12,0.0,0.09913365876777998,1279,False,46,137,NO
ACOT13,0.0,0.6100948702450721,1280,False,91,92,NO
VPS13A,0.0,0.799442293789582,1281,False,91,92,NO
LOC100128788,0.0,0.030535709487604583,1282,False,91,92,YES
VPS13C,0.0,0.738817223143747,1283,False,91,92,NO
VPS13B,0.0,0.1619413149656568,1284,False,91,92,NO
BEX5,0.0,0.1785826185413013,1285,False,91,92,NO
BEX4,0.0,0.023569068215990245,1286,False,91,92,YES
BEX2,0.0,0.4067586811666214,1287,False,91,92,NO
BEX1,0.0,0.14214782980842047,1288,False,91,92,NO
UBAP2,0.0,0.19148117329968442,1289,False,91,92,NO
TXLNG,0.0,0.6373269288858264,1290,False,91,92,NO
NUP160,0.0,0.008284656720455374,1291,False,91,92,YES
ELTD1,0.0,0.8687754394894953,1292,False,91,92,NO
N4BP3,0.0,0.49243904259913096,1293,False,91,92,NO
CRYM,0.0,0.23014802870237072,1294,False,91,92,NO
TMEM163,0.0,0.6218072331436766,1295,False,91,92,NO
TMEM165,0.0,0.07072446635769439,1296,False,91,92,NO
SULT1A3,0.0,0.4412265918973919,1297,False,91,92,NO
ME2,0.0,0.9801453664899059,1298,False,91,92,NO
EVI2A,0.0,0.6713186291933817,1299,False,91,92,NO
SERPINA5,0.0,0.3848354246919057,1300,False,91,92,NO
EVI2B,0.0,0.9717279761912475,1301,False,91,92,NO
FOXN1,0.0,0.07268064918821736,1302,False,91,92,NO
FOXN2,0.0,0.04968577220873276,1303,False,91,92,YES
FOXN3,0.0,0.6813833814335623,1304,False,91,92,NO
SUGT1P1,0.0,0.6995371432531392,1305,False,91,92,NO
FAM27A,0.0,0.07138266323969643,1306,False,91,92,NO
NICN1,0.0,0.020238623008712597,1307,False,91,92,YES
WDR1,0.0,0.31714541141052255,1308,False,91,92,NO
UGT1A5,0.0,0.8006213091866065,1309,False,40,143,NO
COL14A1,0.0,0.9820467050142254,1310,False,91,92,NO
ZNF799,0.0,0.2405667588806515,1311,False,91,92,NO
GRIN2B,0.0,0.2811363217672027,1312,False,91,92,NO
GRIN2C,0.0,0.08835596855278068,1313,False,91,92,NO
GNA14,0.0,0.693495467185776,1314,False,91,92,NO
GNA15,0.0,0.03351854107257754,1315,False,91,92,YES
GNA12,0.0,0.08706479876281722,1316,False,91,92,NO
GNA13,0.0,0.2820344306270791,1317,False,91,92,NO
GRIN2D,0.0,0.6404122729675676,1318,False,91,92,NO
GNA11,0.0,0.7289978271877242,1319,False,91,92,NO
NOL9,0.0,0.53576356478601,1320,False,91,92,NO
PRKAR1A,0.0,0.08230975917726546,1321,False,91,92,NO
IFFO1,0.0,0.008924812598861798,1322,False,91,92,YES
ZFP64,0.0,0.3133823933766337,1323,False,91,92,NO
IFFO2,0.0,0.3751116998630015,1324,False,91,92,NO
PRKAR1B,0.0,0.02779494523875518,1325,False,91,92,YES
MFGE8,0.0,0.33782702877552234,1326,False,91,92,NO
SH2B1,0.0,0.09407393894135886,1327,False,91,92,NO
KLK5,0.0,0.047338956320431336,1328,False,91,92,YES
IL6ST,0.0,0.5651426878790795,1329,False,91,92,NO
SBF1,0.0,0.5084528420502177,1330,False,91,92,NO
SBF2,0.0,0.03024777391041841,1331,False,91,92,YES
SERPINA7,0.0,0.8919117933505623,1332,False,91,92,NO
PCNT,0.0,0.024915647636194777,1333,False,91,92,YES
SAR1A,0.0,0.2441820073594702,1334,False,91,92,NO
DBN1,0.0,0.12003654629873488,1335,False,91,92,NO
SAR1B,0.0,0.9750885049184478,1336,False,90,93,NO
TPPP,0.0,0.019788305016478203,1337,False,91,92,YES
ADD2,0.0,0.08921103054813867,1338,False,91,92,NO
SNORD127,0.0,,1339,False,0,183,NA
OGDH,0.0,0.7240850241112735,1340,False,91,92,NO
SIN3A,0.0,0.782513390742405,1341,False,91,92,NO
ADD1,0.0,0.04708001477800883,1342,False,91,92,YES
C11orf35,0.0,0.208430483209395,1344,False,91,92,NO
C11orf34,0.0,0.5695762974964613,1345,False,77,106,NO
C11orf36,0.0,0.6584922197249616,1346,False,13,170,NO
C11orf31,0.0,0.4501515147622802,1347,False,91,92,NO
C11orf30,0.0,0.5512133926812433,1348,False,91,92,NO
R3HDM1,0.0,0.35924623936602473,1349,False,91,92,NO
OLIG3,0.0,0.30476535803644345,1350,False,91,92,NO
SEMG1,0.0,0.10494700830882972,1351,False,91,92,NO
UPP1,0.0,0.5791356288630856,1352,False,91,92,NO
SEMG2,0.0,0.05541850106516697,1353,False,36,147,NO
LOC284276,0.0,0.3483741670574729,1354,False,91,92,NO
ZNF418,0.0,0.18615016098329779,1355,False,91,92,NO
EN2,0.0,0.24132637269239457,1356,False,91,92,NO
LOC100134713,0.0,0.1798276999075052,1357,False,91,92,NO
LMBRD2,0.0,0.49795083805344265,1358,False,91,92,NO
ANKRD20B,0.0,0.9790070833268182,1359,False,91,92,NO
ZFP62,0.0,0.607202478930843,1361,False,91,92,NO
RPL13AP20,0.0,0.13716220248912211,1362,False,91,92,NO
DAZL,0.0,0.19730862698425042,1363,False,91,92,NO
DAZ3,0.0,0.7777552183256161,1364,False,20,163,NO
DAZ2,0.0,0.8073825647458829,1365,False,20,163,NO
DAZ1,0.0,0.09764129813772011,1366,False,66,117,NO
TAS2R19,0.0,0.4943443826513302,1367,False,91,92,NO
DAZ4,0.0,,1368,False,2,181,NA
SRFBP1,0.0,0.016263969780444275,1369,False,91,92,YES
TAS2R16,0.0,,1370,False,1,182,NA
TAS2R10,0.0,0.08725701019012155,1371,False,91,92,NO
BCAT2,0.0,0.04238204673072286,1372,False,91,92,YES
BCAT1,0.0,0.11404313688622751,1373,False,91,92,NO
LOC283267,0.0,0.004231852980727334,1374,False,91,92,YES
NEUROG3,0.0,0.0868893440152136,1375,False,91,92,NO
MACROD2,0.0,0.7140264167397508,1376,False,91,92,NO
MACROD1,0.0,0.017255504281338905,1377,False,91,92,YES
NEUROG2,0.0,0.7050745200687167,1378,False,44,139,NO
MYH7B,0.0,0.011425604948373603,1379,False,91,92,YES
GBA2,0.0,0.0014594488785005593,1380,False,91,92,YES
AKAP4,0.0,0.10657817402277377,1381,False,62,121,NO
AKAP5,0.0,0.7440604602355394,1382,False,91,92,NO
AKAP6,0.0,0.06532917966999485,1383,False,91,92,NO
AKAP7,0.0,0.8045049020738557,1384,False,91,92,NO
DBNL,0.0,0.6950332382734535,1385,False,91,92,NO
AKAP1,0.0,0.5544590627499328,1386,False,91,92,NO
AKAP2,0.0,0.3891597100713893,1387,False,91,92,NO
AKAP3,0.0,0.9395392423427058,1388,False,91,92,NO
ORC1L,0.0,0.07857934343939858,1389,False,91,92,NO
C1orf135,0.0,0.026571419576393397,1390,False,91,92,YES
PIPOX,0.0,0.1053059435259473,1391,False,91,92,NO
AKAP8,0.0,0.47649221566767075,1392,False,91,92,NO
AKAP9,0.0,0.861228909248434,1393,False,91,92,NO
EIF2A,0.0,8.525107215586703e-05,1394,False,91,92,YES
ZNF416,0.0,0.22898500837822988,1395,False,90,93,NO
PPIP5K1,0.0,0.1552406101248234,1396,False,91,92,NO
CYP26A1,0.0,0.3101943164928603,1397,False,91,92,NO
CCDC117,0.0,0.38396370017069037,1398,False,91,92,NO
PSTK,0.0,0.3687184643937421,1399,False,91,92,NO
SNORD124,0.0,,1400,False,0,183,NA
WSCD1,0.0,0.01626578525839945,1401,False,91,92,YES
TUBE1,0.0,0.04076145801979422,1402,False,91,92,YES
PHPT1,0.0,0.06406451550425572,1403,False,91,92,NO
SMC1A,0.0,0.13672849097077994,1404,False,91,92,NO
RLF,0.0,0.15740819137641462,1405,False,91,92,NO
NFU1,0.0,0.20374691401150086,1406,False,91,92,NO
TMEM170B,0.0,0.0003488392865552013,1407,False,91,92,YES
RRP1B,0.0,0.3651578562141792,1408,False,91,92,NO
NOVA2,0.0,0.040173453711317114,1409,False,91,92,YES
NOVA1,0.0,0.011611965494020266,1410,False,91,92,YES
LOC255167,0.0,0.028711418321963424,1411,False,91,92,YES
KLHL34,0.0,0.09562885728918666,1412,False,91,92,NO
HSP90B1,0.0,0.759837710683951,1413,False,91,92,NO
SMC1B,0.0,0.454113215386694,1415,False,91,92,NO
KRR1,0.0,0.04226030893237229,1416,False,91,92,YES
FAM64A,0.0,0.028449037700103805,1418,False,91,92,YES
TMEM132A,0.0,0.9509917291590453,1419,False,91,92,NO
LOC100130015,0.0,0.0006359191514645713,1420,False,91,92,YES
PEG10,0.0,0.15056910541993004,1421,False,91,92,NO
SPATA16,0.0,0.07605796927250631,1422,False,27,156,NO
OVGP1,0.0,0.22172353702758132,1423,False,91,92,NO
STRN,0.0,0.006189335807226544,1424,False,91,92,YES
TAS1R3,0.0,0.08558458471860118,1425,False,91,92,NO
TTTY17A,0.0,,1426,False,0,183,NA
CETN3,0.0,0.7110687339135187,1427,False,91,92,NO
CETN2,0.0,0.1669856897584716,1428,False,91,92,NO
CETN1,0.0,,1429,False,3,180,NA
CCL28,0.0,0.012138427875285287,1430,False,91,92,YES
SNORD115-5,0.0,,1431,False,0,183,NA
FAM92A1,0.0,0.22690735486032332,1432,False,91,92,NO
DIO1,0.0,0.4217190813457119,1433,False,91,92,NO
DIO2,0.0,0.5607328380958372,1434,False,91,92,NO
DIO3,0.0,0.4854982951983031,1435,False,91,92,NO
CCL21,0.0,0.3539447612702423,1436,False,91,92,NO
CCL20,0.0,0.6803776903236061,1437,False,91,92,NO
CCL23,0.0,0.2975170630178095,1438,False,91,92,NO
CCL22,0.0,0.053421022342753526,1439,False,91,92,NO
CCL25,0.0,0.9601123772579829,1440,False,91,92,NO
CCL24,0.0,0.41499107704752747,1441,False,91,92,NO
CCL27,0.0,0.5482108833754755,1442,False,91,92,NO
CCL26,0.0,0.27313590976161606,1443,False,91,92,NO
ALPK1,0.0,0.24693055045318577,1444,False,91,92,NO
SLC23A1,0.0,0.21713490618396877,1445,False,91,92,NO
ALPK3,0.0,0.21926073280495867,1446,False,91,92,NO
ALPK2,0.0,0.1502708813788366,1447,False,91,92,NO
TRIOBP,0.0,0.7557151735863878,1448,False,91,92,NO
C8orf48,0.0,0.01758181018828569,1449,False,91,92,YES
C8orf47,0.0,0.3243468486124534,1450,False,91,92,NO
C8orf46,0.0,0.5851871807904045,1451,False,91,92,NO
C8orf45,0.0,0.5800876624381648,1452,False,91,92,NO
C8orf44,0.0,0.07278227595154442,1453,False,91,92,NO
PHRF1,0.0,0.14656774986106327,1454,False,91,92,NO
C8orf41,0.0,0.6286249637590781,1456,False,91,92,NO
CDC45,0.0,0.006502311724033986,1458,False,91,92,YES
CUX2,0.0,0.03235206738913227,1459,False,91,92,YES
SNORA14A,0.0,,1460,False,8,175,NA
FAM70A,0.0,0.3147617774577147,1461,False,91,92,NO
SNORD80,0.0,,1462,False,0,183,NA
BRF2,0.0,0.4381748448284878,1464,False,91,92,NO
UBE2L6,0.0,0.00583903326878085,1465,False,91,92,YES
BRF1,0.0,0.000651654458883483,1466,False,91,92,YES
FSIP1,0.0,0.12803037226437972,1467,False,91,92,NO
DNAJC8,0.0,0.868197708778851,1468,False,91,92,NO
DNAJC9,0.0,0.18765168732964518,1469,False,91,92,NO
MB,0.0,0.08021968875354443,1470,False,91,92,NO
DNAJC4,0.0,0.09847712353721289,1471,False,91,92,NO
DNAJC6,0.0,0.08864596803503254,1473,False,91,92,NO
DNAJC7,0.0,0.4126437509487768,1474,False,91,92,NO
DNAJC1,0.0,0.49652388773411293,1475,False,91,92,NO
DNAJC2,0.0,0.5011492375306136,1476,False,91,92,NO
DNAJC3,0.0,0.9390911441707641,1477,False,91,92,NO
CYP4F12,0.0,0.7907048547235271,1478,False,91,92,NO
ZNF701,0.0,0.5230122458130771,1479,False,91,92,NO
NTRK1,0.0,0.26918495961728994,1480,False,91,92,NO
GOSR2,0.0,0.09391675663531805,1481,False,91,92,NO
SLC18A2,0.0,0.8494784830914086,1482,False,91,92,NO
PTPRVP,0.0,0.31753104967158274,1483,False,91,92,NO
GOSR1,0.0,0.7421253975787938,1484,False,91,92,NO
SLCO6A1,0.0,0.44893823892491735,1485,False,15,168,NO
RRP15,0.0,0.08324504096843786,1486,False,91,92,NO
CCDC97,0.0,0.08033231119248936,1487,False,91,92,NO
RALBP1,0.0,0.00404173804061006,1488,False,91,92,YES
NRN1,0.0,0.13327595162187145,1489,False,91,92,NO
TMEM179,0.0,0.0020875356976264893,1490,False,91,92,YES
MAP3K6,0.0,0.3954773739363121,1491,False,91,92,NO
TRIM49,0.0,,1492,False,8,175,NA
SSB,0.0,0.20294026058939404,1493,False,91,92,NO
RAP1A,0.0,0.3586563969294012,1495,False,91,92,NO
PPP1R8,0.0,0.4028382226189928,1496,False,91,92,NO
ZNF831,0.0,0.010939081512871934,1497,False,91,92,YES
TRIM46,0.0,0.20225758772046845,1498,False,91,92,NO
ZNF833,0.0,0.3951034053045025,1499,False,91,92,NO
SNORA68,0.0,0.9022426772877875,1500,False,21,162,NO
MAP3K4,0.0,0.5657691708956742,1501,False,91,92,NO
ZNF837,0.0,0.006170697032249196,1502,False,91,92,YES
TRIM47,0.0,0.5045530299207894,1503,False,91,92,NO
NCRNA00219,0.0,0.9673015520548071,1504,False,91,92,NO
SNORA65,0.0,0.3511725754882835,1505,False,55,128,NO
SNORA66,0.0,,1506,False,6,177,NA
SLC23A2,0.0,0.07610949757056774,1507,False,91,92,NO
LOC643677,0.0,0.06598727982498119,1508,False,91,92,NO
SNORA61,0.0,0.6666540720984738,1509,False,68,115,NO
SNORA62,0.0,0.4095530716136344,1510,False,35,148,NO
IPO11,0.0,0.5883433453385296,1511,False,91,92,NO
MTNR1A,0.0,0.5413451958704156,1512,False,91,92,NO
ZNF410,0.0,0.5736423049556093,1513,False,91,92,NO
FAM91A1,0.0,0.023235204965092425,1514,False,91,92,YES
MTCP1NB,0.0,0.008343051111904594,1515,False,91,92,YES
HPYR1,0.0,0.20472539685629967,1516,False,55,128,NO
TRIM43,0.0,0.8253319773994501,1518,False,19,164,NO
ATOH7,0.0,0.20759038257325046,1519,False,91,92,NO
ACAT1,0.0,0.04626728486959853,1520,False,91,92,YES
ACAT2,0.0,0.46597188126330624,1521,False,91,92,NO
ZNF573,0.0,0.4695676528399638,1522,False,91,92,NO
ATOH1,0.0,0.5775858311927198,1523,False,84,99,NO
RNF152,0.0,0.17886848634232133,1524,False,91,92,NO
CD200R1,0.0,0.16459234604666198,1525,False,91,92,NO
RNF151,0.0,0.6797506776620079,1527,False,48,135,NO
RNF157,0.0,0.013569006523526085,1528,False,91,92,YES
ATOH8,0.0,0.04738880766956993,1529,False,91,92,YES
PMEPA1,0.0,0.06566728740167269,1530,False,91,92,NO
TMEM177,0.0,0.5739661112509177,1532,False,91,92,NO
CTF1,0.0,0.25738371619468203,1534,False,91,92,NO
MECP2,0.0,0.00795775818584341,1535,False,91,92,YES
PEX3,0.0,0.24461666243915786,1536,False,91,92,NO
PCDHGA5,0.0,0.23813752449762934,1537,False,91,92,NO
LDLR,0.0,0.005020492511110294,1538,False,91,92,YES
PEX2,0.0,0.41265410473096686,1539,False,91,92,NO
IFITM4P,0.0,0.7332664024922619,1540,False,91,92,NO
TRPV4,0.0,0.5545242830917714,1541,False,91,92,NO
RARRES2,0.0,0.5395711636539404,1542,False,91,92,NO
TRIM8,0.0,0.5631114886786766,1543,False,91,92,NO
TSPY3,0.0,,1544,False,1,182,NA
TSPY1,0.0,,1546,False,0,183,NA
OR8S1,0.0,0.36241673201506786,1547,False,18,165,NO
IL2RA,0.0,0.2640975483040781,1548,False,91,92,NO
IL2RB,0.0,0.6194208452524446,1549,False,91,92,NO
TRPV6,0.0,0.12246875927083271,1550,False,91,92,NO
RAB33A,0.0,0.43519397514454816,1551,False,91,92,NO
PEX7,0.0,0.3854377174381959,1552,False,91,92,NO
TAS2R8,0.0,0.1385805264286573,1553,False,21,162,NO
IL2RG,0.0,0.7477272127370213,1554,False,91,92,NO
CP110,0.0,0.5221316352164331,1555,False,91,92,NO
NUP210,0.0,0.15317853596967496,1556,False,91,92,NO
SLC17A7,0.0,0.5622415481827827,1558,False,91,92,NO
SLC17A1,0.0,0.9782680096383376,1559,False,90,93,NO
SLC17A2,0.0,0.39863676934463355,1560,False,49,134,NO
SLC17A3,0.0,0.9269460617707055,1561,False,71,112,NO
MDH1B,0.0,0.1804480501039503,1562,False,91,92,NO
C16orf58,0.0,0.319523386998619,1563,False,91,92,NO
C16orf59,0.0,0.34991707688723395,1564,False,91,92,NO
SETDB2,0.0,0.028576703770591568,1565,False,91,92,YES
RARRES3,0.0,0.005478321649753715,1566,False,91,92,YES
C16orf52,0.0,0.8483477333773068,1567,False,91,92,NO
CDK5RAP3,0.0,0.09937682677457642,1568,False,91,92,NO
CDK5RAP1,0.0,0.18164498245623412,1569,False,91,92,NO
C16orf57,0.0,0.9111519665387845,1570,False,91,92,NO
C16orf54,0.0,0.4776938408166709,1571,False,91,92,NO
C16orf55,0.0,0.1941596267572856,1572,False,91,92,NO
NUDT16L1,0.0,0.05824324398825668,1573,False,91,92,NO
KIAA0319L,0.0,0.37788583011647203,1574,False,91,92,NO
MYF5,0.0,,1575,False,9,174,NA
ZNF207,0.0,0.001004878197309648,1577,False,91,92,YES
CCDC144B,0.0,0.8935813467710301,1578,False,91,92,NO
CCDC144C,0.0,0.36514028453591274,1579,False,91,92,NO
CHMP4B,0.0,0.10148655911651115,1580,False,91,92,NO
CCDC144A,0.0,0.9484193706693391,1581,False,91,92,NO
TSPY2,0.0,,1583,False,4,179,NA
BAD,0.0,0.41395789994388754,1584,False,91,92,NO
IARS,0.0,0.9327863871966748,1585,False,91,92,NO
BHMT2,0.0,0.17051181700470958,1586,False,91,92,NO
PRKCDBP,0.0,0.9686566857037432,1587,False,91,92,NO
COBLL1,0.0,0.45341225267825336,1588,False,91,92,NO
SLC37A2,0.0,0.4845786028155511,1589,False,91,92,NO
OR52L1,0.0,,1590,False,7,176,NA
CDK18,0.0,0.9411867078480014,1591,False,91,92,NO
CDK19,0.0,0.7795193749591888,1592,False,91,92,NO
GFI1B,0.0,0.7954084308373065,1593,False,91,92,NO
MYOD1,0.0,0.055150709180591735,1594,False,11,172,NO
PMPCA,0.0,0.00037548474992594376,1595,False,91,92,YES
TOB2,0.0,0.11398778589113587,1596,False,91,92,NO
CDK12,0.0,0.011442452310322015,1597,False,91,92,YES
CDK13,0.0,0.2612759463726153,1598,False,91,92,NO
CDK10,0.0,0.01595607175785719,1599,False,91,92,YES
SRRT,0.0,0.0035060739393060897,1600,False,91,92,YES
CDK16,0.0,0.26842972866713183,1601,False,91,92,NO
CDK17,0.0,0.43578562455536063,1602,False,91,92,NO
CDK15,0.0,0.8805705103557764,1604,False,91,92,NO
GPR126,0.0,0.000520394317923656,1605,False,91,92,YES
LOC283856,0.0,0.007246326873343764,1606,False,91,92,YES
GPR124,0.0,0.19414320530055262,1607,False,91,92,NO
GPR125,0.0,0.5351678205637445,1608,False,91,92,NO
GZF1,0.0,0.13455142769239553,1609,False,91,92,NO
GPR123,0.0,0.3470668645975129,1610,False,91,92,NO
GPR120,0.0,0.32479400332282776,1611,False,91,92,NO
SNORA74A,0.0,0.023315256602582508,1612,False,65,118,YES
ATP6V1B1,0.0,0.07256635442749765,1613,False,91,92,NO
ATP6V1B2,0.0,0.18777137453913947,1614,False,91,92,NO
AASDH,0.0,0.06013561225037652,1615,False,91,92,NO
PIP5KL1,0.0,0.17009899913346163,1616,False,91,92,NO
GPR128,0.0,0.6473101298536754,1617,False,91,92,NO
LOC723972,0.0,0.8478751702045002,1618,False,91,92,NO
MTA3,0.0,0.05525683652365073,1619,False,91,92,NO
SNORD56B,0.0,,1620,False,0,183,NA
VIPAR,0.0,0.4897294093190875,1621,False,91,92,NO
STL,0.0,0.33184476256960904,1622,False,91,92,NO
KCNAB1,0.0,0.12389866749412898,1623,False,91,92,NO
ZNF304,0.0,0.10055502408769666,1624,False,91,92,NO
BFSP2,0.0,0.20118520161840783,1625,False,91,92,NO
ZNF302,0.0,0.38651390336027514,1626,False,91,92,NO
BFSP1,0.0,0.41041418205779345,1627,False,91,92,NO
P2RY8,0.0,0.08127453260565212,1628,False,91,92,NO
TP53TG5,0.0,0.24322622105948544,1629,False,38,145,NO
KCNAB3,0.0,0.01614921814181193,1630,False,91,92,YES
STS,0.0,0.06530857642287678,1631,False,91,92,NO
MMP25,0.0,0.28711618550525764,1632,False,91,92,NO
MMP24,0.0,0.47489021346277294,1633,False,91,92,NO
MMP27,0.0,0.6761077221858813,1634,False,26,157,NO
KCNAB2,0.0,0.05798373339206432,1635,False,90,93,NO
MMP21,0.0,0.22783446552291275,1636,False,91,92,NO
MMP20,0.0,0.2364359466042615,1637,False,48,135,NO
MTERFD1,0.0,0.15040304170210061,1638,False,91,92,NO
ZC3H13,0.0,0.6582568940083329,1640,False,91,92,NO
RPL15,0.0,0.22286951866254956,1641,False,91,92,NO
TFG,0.0,0.02426332414566181,1642,False,91,92,YES
HVCN1,0.0,0.7170272920289766,1643,False,91,92,NO
FBXO17,0.0,0.08287003635000435,1644,False,91,92,NO
TOMM34,0.0,0.976928482352238,1645,False,91,92,NO
PIH1D1,0.0,0.3022808010453726,1646,False,91,92,NO
RND1,0.0,0.47669499763016965,1647,False,91,92,NO
RND2,0.0,0.003980887363032047,1648,False,91,92,YES
RND3,0.0,0.4573713356551734,1649,False,91,92,NO
NCL,0.0,0.2897645237010308,1650,False,91,92,NO
SPATA24,0.0,0.11179453169695747,1651,False,91,92,NO
CTNNBIP1,0.0,0.11885950991081325,1652,False,91,92,NO
PPP3CA,0.0,0.007903299429399957,1653,False,91,92,YES
PPP3CB,0.0,0.00985772730874156,1654,False,91,92,YES
PPP3CC,0.0,0.9441362302737256,1655,False,91,92,NO
SNORD78,0.0,,1656,False,0,183,NA
ZNF821,0.0,0.004339558928165226,1657,False,91,92,YES
LIF,0.0,0.275946498335728,1658,False,91,92,NO
KIAA1549,0.0,0.14307611649063426,1659,False,91,92,NO
KIAA1012,0.0,0.7427709383706713,1660,False,91,92,NO
?|100133144,0.0,0.5735862000874022,1661,False,91,92,NO
NCF1,0.0,0.6971071564057223,1662,False,91,92,NO
KIAA1543,0.0,0.0895996873380295,1663,False,91,92,NO
LRRC41,0.0,0.18695520592338372,1664,False,91,92,NO
LRRC40,0.0,0.23171708568599586,1665,False,91,92,NO
LRRC43,0.0,0.32431488330468644,1666,False,91,92,NO
LRRC42,0.0,0.2667586983099657,1667,False,91,92,NO
LRRC45,0.0,0.8021618810171053,1668,False,91,92,NO
MMP23B,0.0,0.22206972091992117,1669,False,91,92,NO
LRRC47,0.0,0.18838098078188445,1670,False,91,92,NO
HDAC10,0.0,0.09614874704895598,1671,False,91,92,NO
LRRC49,0.0,0.03252846123139147,1672,False,91,92,YES
LRRC48,0.0,0.3980591566440739,1673,False,91,92,NO
GPATCH4,0.0,0.2867190649278907,1674,False,91,92,NO
PRR21,0.0,,1675,False,3,180,NA
B3GNT4,0.0,0.5620800342389365,1676,False,91,92,NO
B3GNT5,0.0,0.015325867394145256,1677,False,91,92,YES
B3GNT6,0.0,0.09789909502890325,1678,False,91,92,NO
B3GNT7,0.0,0.38907846287865056,1679,False,91,92,NO
FNDC8,0.0,0.25759939552168676,1680,False,91,92,NO
B3GNT1,0.0,0.01085477320706169,1681,False,91,92,YES
B3GNT3,0.0,0.00030698271592628903,1683,False,91,92,YES
FNDC4,0.0,0.6260491263074114,1684,False,91,92,NO
FNDC5,0.0,0.05082889951793608,1685,False,91,92,NO
FNDC7,0.0,0.03183959671457523,1686,False,79,104,YES
B3GNT8,0.0,6.203641071881111e-05,1687,False,91,92,YES
B3GNT9,0.0,0.13832079103153994,1688,False,91,92,NO
ADRA2B,0.0,0.2730084530071387,1689,False,91,92,NO
ADRA2C,0.0,0.348625590284113,1690,False,91,92,NO
MRPL46,0.0,0.3976649195896125,1691,False,91,92,NO
SEC63,0.0,0.3164307508497934,1692,False,91,92,NO
PWWP2B,0.0,0.28903175308569534,1693,False,91,92,NO
PWWP2A,0.0,0.695183812076698,1694,False,91,92,NO
FGFR1,0.0,0.12622536119569513,1695,False,91,92,NO
STAT4,0.0,0.005213933716285192,1696,False,91,92,YES
PCYT1A,0.0,0.23982664541179363,1697,False,91,92,NO
