#node	identifier	category	term ID	term description
MDM2	9606.ENSP00000258149	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
MDM2	9606.ENSP00000258149	COMPARTMENTS	GOCC:0043233	Organelle lumen
MDM2	9606.ENSP00000258149	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
MDM2	9606.ENSP00000258149	COMPARTMENTS	GOCC:0097708	Intracellular vesicle
MDM2	9606.ENSP00000258149	COMPARTMENTS	GOCC:0098588	Bounding membrane of organelle
MDM2	9606.ENSP00000258149	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
MDM2	9606.ENSP00000258149	Monarch	EFO:0004305	Erythrocyte count
MDM2	9606.ENSP00000258149	Monarch	EFO:0004306	Erythrocyte indices
MDM2	9606.ENSP00000258149	Monarch	EFO:0004503	Hematological measurement
MDM2	9606.ENSP00000258149	Monarch	EFO:0004509	Hemoglobin measurement
MDM2	9606.ENSP00000258149	Monarch	EFO:0004526	Mean corpuscular volume
MDM2	9606.ENSP00000258149	Monarch	EFO:0004527	Mean corpuscular hemoglobin
MDM2	9606.ENSP00000258149	Monarch	EFO:0004528	Mean corpuscular hemoglobin concentration
MDM2	9606.ENSP00000258149	Monarch	EFO:0004586	Complete blood cell count
MDM2	9606.ENSP00000258149	Monarch	EFO:0004747	Protein measurement
MDM2	9606.ENSP00000258149	Monarch	EFO:0005047	Erythrocyte measurement
MDM2	9606.ENSP00000258149	Monarch	HP:0000008	Abnormal morphology of female internal genitalia
MDM2	9606.ENSP00000258149	Monarch	HP:0000022	Abnormal male internal genitalia morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0000032	Abnormality of male external genitalia
MDM2	9606.ENSP00000258149	Monarch	HP:0000035	Abnormal testis morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0000077	Abnormality of the kidney
MDM2	9606.ENSP00000258149	Monarch	HP:0000078	Abnormality of the genital system
MDM2	9606.ENSP00000258149	Monarch	HP:0000079	Abnormality of the urinary system
MDM2	9606.ENSP00000258149	Monarch	HP:0000118	Phenotypic abnormality
MDM2	9606.ENSP00000258149	Monarch	HP:0000119	Abnormality of the genitourinary system
MDM2	9606.ENSP00000258149	Monarch	HP:0000137	Abnormality of the ovary
MDM2	9606.ENSP00000258149	Monarch	HP:0000707	Abnormality of the nervous system
MDM2	9606.ENSP00000258149	Monarch	HP:0000769	Abnormality of the breast
MDM2	9606.ENSP00000258149	Monarch	HP:0000811	Abnormal external genitalia
MDM2	9606.ENSP00000258149	Monarch	HP:0000812	Abnormal internal genitalia
MDM2	9606.ENSP00000258149	Monarch	HP:0000818	Abnormality of the endocrine system
MDM2	9606.ENSP00000258149	Monarch	HP:0000820	Abnormality of the thyroid gland
MDM2	9606.ENSP00000258149	Monarch	HP:0000834	Abnormality of the adrenal glands
MDM2	9606.ENSP00000258149	Monarch	HP:0000924	Abnormality of the skeletal system
MDM2	9606.ENSP00000258149	Monarch	HP:0001194	Abnormalities of placenta or umbilical cord
MDM2	9606.ENSP00000258149	Monarch	HP:0001197	Abnormality of prenatal development or birth
MDM2	9606.ENSP00000258149	Monarch	HP:0001600	Abnormality of the larynx
MDM2	9606.ENSP00000258149	Monarch	HP:0001732	Abnormality of the pancreas
MDM2	9606.ENSP00000258149	Monarch	HP:0001871	Abnormality of blood and blood-forming tissues
MDM2	9606.ENSP00000258149	Monarch	HP:0001881	Abnormal leukocyte morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0001909	Leukemia
MDM2	9606.ENSP00000258149	Monarch	HP:0002011	Morphological central nervous system abnormality
MDM2	9606.ENSP00000258149	Monarch	HP:0002012	Abnormality of the abdominal organs
MDM2	9606.ENSP00000258149	Monarch	HP:0002034	Abnormal rectum morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0002086	Abnormality of the respiratory system
MDM2	9606.ENSP00000258149	Monarch	HP:0002087	Abnormality of the upper respiratory tract
MDM2	9606.ENSP00000258149	Monarch	HP:0002088	Abnormal lung morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0002118	Abnormal cerebral ventricle morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0002242	Abnormal intestine morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0002250	Abnormal large intestine morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0002488	Acute leukemia
MDM2	9606.ENSP00000258149	Monarch	HP:0002577	Abnormal stomach morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0002664	Neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0002665	Lymphoma
MDM2	9606.ENSP00000258149	Monarch	HP:0002669	Osteosarcoma
MDM2	9606.ENSP00000258149	Monarch	HP:0002715	Abnormality of the immune system
MDM2	9606.ENSP00000258149	Monarch	HP:0002859	Rhabdomyosarcoma
MDM2	9606.ENSP00000258149	Monarch	HP:0002861	Melanoma
MDM2	9606.ENSP00000258149	Monarch	HP:0002863	Myelodysplasia
MDM2	9606.ENSP00000258149	Monarch	HP:0002885	Medulloblastoma
MDM2	9606.ENSP00000258149	Monarch	HP:0002888	Ependymoma
MDM2	9606.ENSP00000258149	Monarch	HP:0002890	Thyroid carcinoma
MDM2	9606.ENSP00000258149	Monarch	HP:0002894	Neoplasm of the pancreas
MDM2	9606.ENSP00000258149	Monarch	HP:0003002	Breast carcinoma
MDM2	9606.ENSP00000258149	Monarch	HP:0003003	Colon cancer
MDM2	9606.ENSP00000258149	Monarch	HP:0003011	Abnormality of the musculature
MDM2	9606.ENSP00000258149	Monarch	HP:0004375	Neoplasm of the nervous system
MDM2	9606.ENSP00000258149	Monarch	HP:0004377	Hematological neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0004808	Acute myeloid leukemia
MDM2	9606.ENSP00000258149	Monarch	HP:0005266	Intestinal polyp
MDM2	9606.ENSP00000258149	Monarch	HP:0006721	Acute lymphoblastic leukemia
MDM2	9606.ENSP00000258149	Monarch	HP:0006744	Adrenocortical carcinoma
MDM2	9606.ENSP00000258149	Monarch	HP:0006753	Neoplasm of the stomach
MDM2	9606.ENSP00000258149	Monarch	HP:0007376	Abnormal choroid plexus morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0007378	Neoplasm of the gastrointestinal tract
MDM2	9606.ENSP00000258149	Monarch	HP:0007379	Neoplasm of the genitourinary tract
MDM2	9606.ENSP00000258149	Monarch	HP:0008775	Abnormal prostate morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0009592	Astrocytoma
MDM2	9606.ENSP00000258149	Monarch	HP:0009726	Renal neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0009728	Neoplasm of striated muscle
MDM2	9606.ENSP00000258149	Monarch	HP:0009733	Glioma
MDM2	9606.ENSP00000258149	Monarch	HP:0010460	Abnormality of the female genitalia
MDM2	9606.ENSP00000258149	Monarch	HP:0010461	Abnormality of the male genitalia
MDM2	9606.ENSP00000258149	Monarch	HP:0010622	Neoplasm of the skeletal system
MDM2	9606.ENSP00000258149	Monarch	HP:0010785	Gonadal neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0010786	Urinary tract neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0010787	Genital neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0010788	Testicular neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0010935	Abnormality of the upper urinary tract
MDM2	9606.ENSP00000258149	Monarch	HP:0010987	Abnormal cellular immune system morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0011024	Abnormality of the gastrointestinal tract
MDM2	9606.ENSP00000258149	Monarch	HP:0011732	Abnormality of adrenal morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0011772	Abnormal thyroid morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0011792	Neoplasm by histology
MDM2	9606.ENSP00000258149	Monarch	HP:0011793	Neoplasm by anatomical site
MDM2	9606.ENSP00000258149	Monarch	HP:0011842	Abnormal skeletal morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0012125	Prostate cancer
MDM2	9606.ENSP00000258149	Monarch	HP:0012126	Stomach cancer
MDM2	9606.ENSP00000258149	Monarch	HP:0012174	Glioblastoma multiforme
MDM2	9606.ENSP00000258149	Monarch	HP:0012189	Hodgkin lymphoma
MDM2	9606.ENSP00000258149	Monarch	HP:0012243	Abnormal reproductive system morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0012252	Abnormal respiratory system morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0012288	Neoplasm of head and neck
MDM2	9606.ENSP00000258149	Monarch	HP:0012443	Abnormality of brain morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0012539	Non-Hodgkin lymphoma
MDM2	9606.ENSP00000258149	Monarch	HP:0012639	Abnormal nervous system morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0012718	Morphological abnormality of the gastrointestinal tract
MDM2	9606.ENSP00000258149	Monarch	HP:0012732	Anorectal anomaly
MDM2	9606.ENSP00000258149	Monarch	HP:0025031	Abnormality of the digestive system
MDM2	9606.ENSP00000258149	Monarch	HP:0025033	Abnormality of digestive system morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0030060	Nervous tissue neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0030061	Neuroectodermal neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0030063	Neuroepithelial neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0030065	Primitive neuroectodermal tumor
MDM2	9606.ENSP00000258149	Monarch	HP:0030070	Central primitive neuroectodermal tumor
MDM2	9606.ENSP00000258149	Monarch	HP:0030255	Large intestinal polyposis
MDM2	9606.ENSP00000258149	Monarch	HP:0030392	Choroid plexus carcinoma
MDM2	9606.ENSP00000258149	Monarch	HP:0030448	Soft tissue sarcoma
MDM2	9606.ENSP00000258149	Monarch	HP:0031071	Abnormal endocrine morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0031093	Abnormal breast morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0031502	Trophoblastic tumor
MDM2	9606.ENSP00000258149	Monarch	HP:0032251	Abnormal immune system morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0033019	Male reproductive system neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0033127	Abnormality of the musculoskeletal system
MDM2	9606.ENSP00000258149	Monarch	HP:0100006	Neoplasm of the central nervous system
MDM2	9606.ENSP00000258149	Monarch	HP:0100013	Neoplasm of the breast
MDM2	9606.ENSP00000258149	Monarch	HP:0100031	Neoplasm of the thyroid gland
MDM2	9606.ENSP00000258149	Monarch	HP:0100242	Sarcoma
MDM2	9606.ENSP00000258149	Monarch	HP:0100273	Neoplasm of the colon
MDM2	9606.ENSP00000258149	Monarch	HP:0100526	Neoplasm of the lung
MDM2	9606.ENSP00000258149	Monarch	HP:0100568	Neoplasm of the endocrine system
MDM2	9606.ENSP00000258149	Monarch	HP:0100605	Neoplasm of the larynx
MDM2	9606.ENSP00000258149	Monarch	HP:0100606	Neoplasm of the respiratory system
MDM2	9606.ENSP00000258149	Monarch	HP:0100615	Ovarian neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0100631	Neoplasm of the adrenal gland
MDM2	9606.ENSP00000258149	Monarch	HP:0100641	Neoplasm of the adrenal cortex
MDM2	9606.ENSP00000258149	Monarch	HP:0100705	Abnormal glial cell morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0100707	Abnormal astrocyte morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0100728	Germ cell neoplasia
MDM2	9606.ENSP00000258149	Monarch	HP:0100743	Neoplasm of the rectum
MDM2	9606.ENSP00000258149	Monarch	HP:0100767	Abnormal placenta morphology
MDM2	9606.ENSP00000258149	Monarch	HP:0100768	Choriocarcinoma
MDM2	9606.ENSP00000258149	Monarch	HP:0100787	Prostate neoplasm
MDM2	9606.ENSP00000258149	Monarch	HP:0100834	Neoplasm of the large intestine
MDM2	9606.ENSP00000258149	Monarch	HP:0100836	Malignant neoplasm of the central nervous system
MDM2	9606.ENSP00000258149	Monarch	HP:0100848	Neoplasm of the male external genitalia
MDM2	9606.ENSP00000258149	Monarch	HP:0200008	Intestinal polyposis
MDM2	9606.ENSP00000258149	Monarch	HP:0200063	Colorectal polyposis
MDM2	9606.ENSP00000258149	UniProt Keywords	KW-0025	Alternative splicing
MDM2	9606.ENSP00000258149	UniProt Keywords	KW-0479	Metal-binding
MDM2	9606.ENSP00000258149	UniProt Keywords	KW-0539	Nucleus
MDM2	9606.ENSP00000258149	UniProt Keywords	KW-0597	Phosphoprotein
MDM2	9606.ENSP00000258149	UniProt Keywords	KW-0656	Proto-oncogene
MDM2	9606.ENSP00000258149	UniProt Keywords	KW-0808	Transferase
MDM2	9606.ENSP00000258149	UniProt Keywords	KW-0832	Ubl conjugation
MDM2	9606.ENSP00000258149	UniProt Keywords	KW-0833	Ubl conjugation pathway
MDM2	9606.ENSP00000258149	UniProt Keywords	KW-0862	Zinc
MDM2	9606.ENSP00000258149	UniProt Keywords	KW-0863	Zinc-finger
MDM2	9606.ENSP00000258149	UniProt Keywords	KW-0945	Host-virus interaction
MDM2	9606.ENSP00000258149	UniProt Keywords	KW-0963	Cytoplasm
MDM2	9606.ENSP00000258149	Pfam	PF00641	Zn-finger in Ran binding protein and others
MDM2	9606.ENSP00000258149	Pfam	PF02201	SWIB/MDM2 domain
MDM2	9606.ENSP00000258149	InterPro	IPR001841	Zinc finger, RING-type
MDM2	9606.ENSP00000258149	InterPro	IPR001876	Zinc finger, RanBP2-type
MDM2	9606.ENSP00000258149	InterPro	IPR003121	SWIB/MDM2 domain
MDM2	9606.ENSP00000258149	InterPro	IPR013083	Zinc finger, RING/FYVE/PHD-type
MDM2	9606.ENSP00000258149	InterPro	IPR016495	p53 negative regulator Mdm2/Mdm4
MDM2	9606.ENSP00000258149	InterPro	IPR028340	E3 ubiquitin-protein ligase Mdm2
MDM2	9606.ENSP00000258149	InterPro	IPR036443	Zinc finger, RanBP2-type superfamily
MDM2	9606.ENSP00000258149	InterPro	IPR036885	SWIB/MDM2 domain superfamily
MDM2	9606.ENSP00000258149	InterPro	IPR044080	MDM2, modified RING finger, HC subclass
MDM2	9606.ENSP00000258149	SMART	SM00184	Ring finger
PATE1	9606.ENSP00000307164	GO Process	GO:0009966	Regulation of signal transduction
PATE1	9606.ENSP00000307164	GO Process	GO:0010469	Regulation of signaling receptor activity
PATE1	9606.ENSP00000307164	GO Process	GO:0010646	Regulation of cell communication
PATE1	9606.ENSP00000307164	GO Process	GO:0023051	Regulation of signaling
PATE1	9606.ENSP00000307164	GO Process	GO:0048583	Regulation of response to stimulus
PATE1	9606.ENSP00000307164	GO Process	GO:0050789	Regulation of biological process
PATE1	9606.ENSP00000307164	GO Process	GO:0050794	Regulation of cellular process
PATE1	9606.ENSP00000307164	GO Process	GO:0065007	Biological regulation
PATE1	9606.ENSP00000307164	GO Process	GO:0065009	Regulation of molecular function
PATE1	9606.ENSP00000307164	GO Process	GO:0099601	Regulation of neurotransmitter receptor activity
PATE1	9606.ENSP00000307164	GO Function	GO:0030545	Signaling receptor regulator activity
PATE1	9606.ENSP00000307164	GO Function	GO:0030548	Acetylcholine receptor regulator activity
PATE1	9606.ENSP00000307164	GO Function	GO:0098772	Molecular function regulator activity
PATE1	9606.ENSP00000307164	GO Function	GO:0099602	Neurotransmitter receptor regulator activity
PATE1	9606.ENSP00000307164	GO Component	GO:0005576	Extracellular region
PATE1	9606.ENSP00000307164	GO Component	GO:0110165	Cellular anatomical entity
PATE1	9606.ENSP00000307164	STRING clusters	CL:34817	Mixed, incl. Snake toxin-like superfamily, and CCDC85 family
PATE1	9606.ENSP00000307164	STRING clusters	CL:34818	Mixed, incl. Snake toxin-like superfamily, and Thioredoxin
PATE1	9606.ENSP00000307164	STRING clusters	CL:34820	Snake toxin-like superfamily, and Lymphocyte antigen 6 complex locus protein G6d/G6f
PATE1	9606.ENSP00000307164	STRING clusters	CL:34822	Snake toxin-like superfamily, and Lymphocyte antigen 6 complex locus protein G6d/G6f
PATE1	9606.ENSP00000307164	STRING clusters	CL:34823	Mixed, incl. Acetylcholine receptor regulator activity, and u-PAR/Ly-6 domain
PATE1	9606.ENSP00000307164	STRING clusters	CL:34824	Mixed, incl. u-PAR/Ly-6 domain, and Acetylcholine receptor regulator activity
PATE1	9606.ENSP00000307164	UniProt Keywords	KW-0025	Alternative splicing
PATE1	9606.ENSP00000307164	UniProt Keywords	KW-0732	Signal
PATE1	9606.ENSP00000307164	UniProt Keywords	KW-0964	Secreted
PATE1	9606.ENSP00000307164	UniProt Keywords	KW-1015	Disulfide bond
PATE2	9606.ENSP00000351325	GO Component	GO:0005576	Extracellular region
PATE2	9606.ENSP00000351325	GO Component	GO:0005615	Extracellular space
PATE2	9606.ENSP00000351325	GO Component	GO:0110165	Cellular anatomical entity
PATE2	9606.ENSP00000351325	STRING clusters	CL:34817	Mixed, incl. Snake toxin-like superfamily, and CCDC85 family
PATE2	9606.ENSP00000351325	STRING clusters	CL:34818	Mixed, incl. Snake toxin-like superfamily, and Thioredoxin
PATE2	9606.ENSP00000351325	STRING clusters	CL:34820	Snake toxin-like superfamily, and Lymphocyte antigen 6 complex locus protein G6d/G6f
PATE2	9606.ENSP00000351325	STRING clusters	CL:34822	Snake toxin-like superfamily, and Lymphocyte antigen 6 complex locus protein G6d/G6f
PATE2	9606.ENSP00000351325	STRING clusters	CL:34823	Mixed, incl. Acetylcholine receptor regulator activity, and u-PAR/Ly-6 domain
PATE2	9606.ENSP00000351325	STRING clusters	CL:34824	Mixed, incl. u-PAR/Ly-6 domain, and Acetylcholine receptor regulator activity
PATE2	9606.ENSP00000351325	COMPARTMENTS	GOCC:0005576	Extracellular region
PATE2	9606.ENSP00000351325	COMPARTMENTS	GOCC:0005615	Extracellular space
PATE2	9606.ENSP00000351325	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PATE2	9606.ENSP00000351325	UniProt Keywords	KW-0025	Alternative splicing
PATE2	9606.ENSP00000351325	UniProt Keywords	KW-0732	Signal
PATE2	9606.ENSP00000351325	UniProt Keywords	KW-0964	Secreted
PATE2	9606.ENSP00000351325	UniProt Keywords	KW-1015	Disulfide bond
PATE2	9606.ENSP00000351325	InterPro	IPR029691	Prostate and testis expressed protein 2
PATE3	9606.ENSP00000395505	GO Component	GO:0005576	Extracellular region
PATE3	9606.ENSP00000395505	GO Component	GO:0110165	Cellular anatomical entity
PATE3	9606.ENSP00000395505	STRING clusters	CL:34817	Mixed, incl. Snake toxin-like superfamily, and CCDC85 family
PATE3	9606.ENSP00000395505	STRING clusters	CL:34818	Mixed, incl. Snake toxin-like superfamily, and Thioredoxin
PATE3	9606.ENSP00000395505	STRING clusters	CL:34820	Snake toxin-like superfamily, and Lymphocyte antigen 6 complex locus protein G6d/G6f
PATE3	9606.ENSP00000395505	STRING clusters	CL:34822	Snake toxin-like superfamily, and Lymphocyte antigen 6 complex locus protein G6d/G6f
PATE3	9606.ENSP00000395505	STRING clusters	CL:34823	Mixed, incl. Acetylcholine receptor regulator activity, and u-PAR/Ly-6 domain
PATE3	9606.ENSP00000395505	STRING clusters	CL:34824	Mixed, incl. u-PAR/Ly-6 domain, and Acetylcholine receptor regulator activity
PATE3	9606.ENSP00000395505	Monarch	EFO:0007710	Cognitive decline measurement
PATE3	9606.ENSP00000395505	Monarch	EFO:0007998	Cognitive impairment measurement
PATE3	9606.ENSP00000395505	UniProt Keywords	KW-0732	Signal
PATE3	9606.ENSP00000395505	UniProt Keywords	KW-0964	Secreted
PATE3	9606.ENSP00000395505	UniProt Keywords	KW-1015	Disulfide bond
PHLDB3	9606.ENSP00000292140	GO Function	GO:0005488	Binding
PHLDB3	9606.ENSP00000292140	GO Function	GO:0005515	Protein binding
PHLDB3	9606.ENSP00000292140	GO Function	GO:0019899	Enzyme binding
PHLDB3	9606.ENSP00000292140	STRING clusters	CL:31664	Mostly uncharacterized, incl. Exopeptidase activity, and Surfactant metabolism
PHLDB3	9606.ENSP00000292140	STRING clusters	CL:31665	Mixed, incl. Exopeptidase activity, and A1 Propeptide
PHLDB3	9606.ENSP00000292140	STRING clusters	CL:31763	Mixed, incl. Aminopeptidase, and Dipeptidase activity
PHLDB3	9606.ENSP00000292140	STRING clusters	CL:31764	Mixed, incl. Aminopeptidase, and Metallodipeptidase activity
PHLDB3	9606.ENSP00000292140	STRING clusters	CL:31765	Mixed, incl. Aminopeptidase, and Metallodipeptidase activity
PHLDB3	9606.ENSP00000292140	STRING clusters	CL:31817	Peptidase M19, and PHLDB1/2/3, PH domain
PHLDB3	9606.ENSP00000292140	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
PHLDB3	9606.ENSP00000292140	TISSUES	BTO:0000042	Animal
PHLDB3	9606.ENSP00000292140	Monarch	EFO:0004309	Platelet count
PHLDB3	9606.ENSP00000292140	Monarch	EFO:0004503	Hematological measurement
PHLDB3	9606.ENSP00000292140	Monarch	EFO:0004586	Complete blood cell count
PHLDB3	9606.ENSP00000292140	Monarch	EFO:0005036	Platelet measurement
PHLDB3	9606.ENSP00000292140	UniProt Keywords	KW-0025	Alternative splicing
PHLDB3	9606.ENSP00000292140	UniProt Keywords	KW-0175	Coiled coil
PHLDB3	9606.ENSP00000292140	InterPro	IPR001849	Pleckstrin homology domain
PHLDB3	9606.ENSP00000292140	InterPro	IPR011993	PH-like domain superfamily
PHLDB3	9606.ENSP00000292140	InterPro	IPR037810	PHLDB1/2/3, PH domain
PHLDB3	9606.ENSP00000292140	SMART	SM00233	Pleckstrin homology domain.
PINLYP	9606.ENSP00000479240	GO Process	GO:0043086	Negative regulation of catalytic activity
PINLYP	9606.ENSP00000479240	GO Process	GO:0044092	Negative regulation of molecular function
PINLYP	9606.ENSP00000479240	GO Process	GO:0050790	Regulation of catalytic activity
PINLYP	9606.ENSP00000479240	GO Process	GO:0065007	Biological regulation
PINLYP	9606.ENSP00000479240	GO Process	GO:0065009	Regulation of molecular function
PINLYP	9606.ENSP00000479240	GO Function	GO:0004857	Enzyme inhibitor activity
PINLYP	9606.ENSP00000479240	GO Function	GO:0004859	Phospholipase inhibitor activity
PINLYP	9606.ENSP00000479240	GO Function	GO:0030234	Enzyme regulator activity
PINLYP	9606.ENSP00000479240	GO Function	GO:0055102	Lipase inhibitor activity
PINLYP	9606.ENSP00000479240	GO Function	GO:0098772	Molecular function regulator activity
PINLYP	9606.ENSP00000479240	GO Component	GO:0005576	Extracellular region
PINLYP	9606.ENSP00000479240	GO Component	GO:0110165	Cellular anatomical entity
PINLYP	9606.ENSP00000479240	STRING clusters	CL:34817	Mixed, incl. Snake toxin-like superfamily, and CCDC85 family
PINLYP	9606.ENSP00000479240	STRING clusters	CL:34818	Mixed, incl. Snake toxin-like superfamily, and Thioredoxin
PINLYP	9606.ENSP00000479240	STRING clusters	CL:34820	Snake toxin-like superfamily, and Lymphocyte antigen 6 complex locus protein G6d/G6f
PINLYP	9606.ENSP00000479240	STRING clusters	CL:34822	Snake toxin-like superfamily, and Lymphocyte antigen 6 complex locus protein G6d/G6f
PINLYP	9606.ENSP00000479240	STRING clusters	CL:34823	Mixed, incl. Acetylcholine receptor regulator activity, and u-PAR/Ly-6 domain
PINLYP	9606.ENSP00000479240	STRING clusters	CL:34824	Mixed, incl. u-PAR/Ly-6 domain, and Acetylcholine receptor regulator activity
PINLYP	9606.ENSP00000479240	Monarch	EFO:0004298	Cardiovascular measurement
PINLYP	9606.ENSP00000479240	Monarch	EFO:0004529	Lipid measurement
PINLYP	9606.ENSP00000479240	Monarch	EFO:0004611	Low density lipoprotein cholesterol measurement
PINLYP	9606.ENSP00000479240	Monarch	EFO:0004615	Apolipoprotein B measurement
PINLYP	9606.ENSP00000479240	Monarch	EFO:0004732	Lipoprotein measurement
PINLYP	9606.ENSP00000479240	Monarch	EFO:0004747	Protein measurement
PINLYP	9606.ENSP00000479240	Monarch	EFO:0005105	Lipid or lipoprotein measurement
PINLYP	9606.ENSP00000479240	Monarch	EFO:0005278	Cardiovascular disease biomarker measurement
PINLYP	9606.ENSP00000479240	UniProt Keywords	KW-0025	Alternative splicing
PINLYP	9606.ENSP00000479240	UniProt Keywords	KW-0732	Signal
PINLYP	9606.ENSP00000479240	UniProt Keywords	KW-0964	Secreted
PINLYP	9606.ENSP00000479240	UniProt Keywords	KW-1015	Disulfide bond
PINLYP	9606.ENSP00000479240	Pfam	PF00021	u-PAR/Ly-6 domain
PINLYP	9606.ENSP00000479240	InterPro	IPR004126	Phospholipase A2 inhibitor, N-terminal domain
PINLYP	9606.ENSP00000479240	InterPro	IPR016054	Ly-6 antigen/uPA receptor-like
PINLYP	9606.ENSP00000479240	InterPro	IPR045860	Snake toxin-like superfamily
PINLYP	9606.ENSP00000479240	SMART	SM00134	Ly-6 antigen / uPA receptor -like domain
RAB30	9606.ENSP00000435189	GO Process	GO:0006810	Transport
RAB30	9606.ENSP00000435189	GO Process	GO:0006996	Organelle organization
RAB30	9606.ENSP00000435189	GO Process	GO:0007030	Golgi organization
RAB30	9606.ENSP00000435189	GO Process	GO:0007154	Cell communication
RAB30	9606.ENSP00000435189	GO Process	GO:0007165	Signal transduction
RAB30	9606.ENSP00000435189	GO Process	GO:0007264	Small GTPase mediated signal transduction
RAB30	9606.ENSP00000435189	GO Process	GO:0007265	Ras protein signal transduction
RAB30	9606.ENSP00000435189	GO Process	GO:0009987	Cellular process
RAB30	9606.ENSP00000435189	GO Process	GO:0010256	Endomembrane system organization
RAB30	9606.ENSP00000435189	GO Process	GO:0016043	Cellular component organization
RAB30	9606.ENSP00000435189	GO Process	GO:0016192	Vesicle-mediated transport
RAB30	9606.ENSP00000435189	GO Process	GO:0023052	Signaling
RAB30	9606.ENSP00000435189	GO Process	GO:0032482	Rab protein signal transduction
RAB30	9606.ENSP00000435189	GO Process	GO:0035556	Intracellular signal transduction
RAB30	9606.ENSP00000435189	GO Process	GO:0050789	Regulation of biological process
RAB30	9606.ENSP00000435189	GO Process	GO:0050794	Regulation of cellular process
RAB30	9606.ENSP00000435189	GO Process	GO:0050896	Response to stimulus
RAB30	9606.ENSP00000435189	GO Process	GO:0051179	Localization
RAB30	9606.ENSP00000435189	GO Process	GO:0051234	Establishment of localization
RAB30	9606.ENSP00000435189	GO Process	GO:0051716	Cellular response to stimulus
RAB30	9606.ENSP00000435189	GO Process	GO:0065007	Biological regulation
RAB30	9606.ENSP00000435189	GO Process	GO:0071840	Cellular component organization or biogenesis
RAB30	9606.ENSP00000435189	GO Function	GO:0000166	Nucleotide binding
RAB30	9606.ENSP00000435189	GO Function	GO:0003824	Catalytic activity
RAB30	9606.ENSP00000435189	GO Function	GO:0003924	GTPase activity
RAB30	9606.ENSP00000435189	GO Function	GO:0005488	Binding
RAB30	9606.ENSP00000435189	GO Function	GO:0005525	GTP binding
RAB30	9606.ENSP00000435189	GO Function	GO:0016462	Pyrophosphatase activity
RAB30	9606.ENSP00000435189	GO Function	GO:0016787	Hydrolase activity
RAB30	9606.ENSP00000435189	GO Function	GO:0016817	Hydrolase activity, acting on acid anhydrides
RAB30	9606.ENSP00000435189	GO Function	GO:0016818	Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
RAB30	9606.ENSP00000435189	GO Function	GO:0017076	Purine nucleotide binding
RAB30	9606.ENSP00000435189	GO Function	GO:0017111	Nucleoside-triphosphatase activity
RAB30	9606.ENSP00000435189	GO Function	GO:0019001	Guanyl nucleotide binding
RAB30	9606.ENSP00000435189	GO Function	GO:0032553	Ribonucleotide binding
RAB30	9606.ENSP00000435189	GO Function	GO:0032555	Purine ribonucleotide binding
RAB30	9606.ENSP00000435189	GO Function	GO:0032561	Guanyl ribonucleotide binding
