#node	identifier	category	term ID	term description
TTC12	9606.ENSP00000419652	Monarch	EFO:0007660	Neuroticism measurement
TTC12	9606.ENSP00000419652	Monarch	EFO:0007803	Emotional symptom measurement
TTC12	9606.ENSP00000419652	Monarch	EFO:0007861	Body ratio measurement
TTC12	9606.ENSP00000419652	Monarch	EFO:0007911	Personality trait measurement
TTC12	9606.ENSP00000419652	Monarch	EFO:0007937	Blood protein measurement
TTC12	9606.ENSP00000419652	Monarch	EFO:0008293	Stromal cell-derived factor 1 alpha measurement
TTC12	9606.ENSP00000419652	Monarch	EFO:0009180	Rosacea severity measurement
TTC12	9606.ENSP00000419652	Monarch	EFO:0009595	Guilt measurement
TTC12	9606.ENSP00000419652	Monarch	HP:0000025	Functional abnormality of male internal genitalia
TTC12	9606.ENSP00000419652	Monarch	HP:0000078	Abnormality of the genital system
TTC12	9606.ENSP00000419652	Monarch	HP:0000080	Abnormality of reproductive system physiology
TTC12	9606.ENSP00000419652	Monarch	HP:0000118	Phenotypic abnormality
TTC12	9606.ENSP00000419652	Monarch	HP:0000119	Abnormality of the genitourinary system
TTC12	9606.ENSP00000419652	Monarch	HP:0000144	Decreased fertility
TTC12	9606.ENSP00000419652	Monarch	HP:0000152	Abnormality of head or neck
TTC12	9606.ENSP00000419652	Monarch	HP:0000234	Abnormality of the head
TTC12	9606.ENSP00000419652	Monarch	HP:0000238	Hydrocephalus
TTC12	9606.ENSP00000419652	Monarch	HP:0000245	Abnormal paranasal sinus morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0000246	Sinusitis
TTC12	9606.ENSP00000419652	Monarch	HP:0000271	Abnormality of the face
TTC12	9606.ENSP00000419652	Monarch	HP:0000364	Hearing abnormality
TTC12	9606.ENSP00000419652	Monarch	HP:0000365	Hearing impairment
TTC12	9606.ENSP00000419652	Monarch	HP:0000366	Abnormality of the nose
TTC12	9606.ENSP00000419652	Monarch	HP:0000370	Abnormality of the middle ear
TTC12	9606.ENSP00000419652	Monarch	HP:0000388	Otitis media
TTC12	9606.ENSP00000419652	Monarch	HP:0000389	Chronic otitis media
TTC12	9606.ENSP00000419652	Monarch	HP:0000403	Recurrent otitis media
TTC12	9606.ENSP00000419652	Monarch	HP:0000405	Conductive hearing impairment
TTC12	9606.ENSP00000419652	Monarch	HP:0000433	Abnormal nasal mucosa morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0000478	Abnormality of the eye
TTC12	9606.ENSP00000419652	Monarch	HP:0000479	Abnormal retinal morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0000510	Rod-cone dystrophy
TTC12	9606.ENSP00000419652	Monarch	HP:0000556	Retinal dystrophy
TTC12	9606.ENSP00000419652	Monarch	HP:0000598	Abnormality of the ear
TTC12	9606.ENSP00000419652	Monarch	HP:0000707	Abnormality of the nervous system
TTC12	9606.ENSP00000419652	Monarch	HP:0000750	Delayed speech and language development
TTC12	9606.ENSP00000419652	Monarch	HP:0000789	Infertility
TTC12	9606.ENSP00000419652	Monarch	HP:0000868	Decreased fertility in females
TTC12	9606.ENSP00000419652	Monarch	HP:0000924	Abnormality of the skeletal system
TTC12	9606.ENSP00000419652	Monarch	HP:0000929	Abnormal skull morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0001098	Abnormal fundus morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0001197	Abnormality of prenatal development or birth
TTC12	9606.ENSP00000419652	Monarch	HP:0001217	Clubbing
TTC12	9606.ENSP00000419652	Monarch	HP:0001626	Abnormality of the cardiovascular system
TTC12	9606.ENSP00000419652	Monarch	HP:0001627	Abnormal heart morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0001651	Dextrocardia
TTC12	9606.ENSP00000419652	Monarch	HP:0001669	Transposition of the great arteries
TTC12	9606.ENSP00000419652	Monarch	HP:0001696	Situs inversus totalis
TTC12	9606.ENSP00000419652	Monarch	HP:0001710	Conotruncal defect
TTC12	9606.ENSP00000419652	Monarch	HP:0001719	Double outlet right ventricle
TTC12	9606.ENSP00000419652	Monarch	HP:0001742	Nasal congestion
TTC12	9606.ENSP00000419652	Monarch	HP:0001743	Abnormality of the spleen
TTC12	9606.ENSP00000419652	Monarch	HP:0001746	Asplenia
TTC12	9606.ENSP00000419652	Monarch	HP:0001748	Polysplenia
TTC12	9606.ENSP00000419652	Monarch	HP:0002011	Morphological central nervous system abnormality
TTC12	9606.ENSP00000419652	Monarch	HP:0002012	Abnormality of the abdominal organs
TTC12	9606.ENSP00000419652	Monarch	HP:0002086	Abnormality of the respiratory system
TTC12	9606.ENSP00000419652	Monarch	HP:0002087	Abnormality of the upper respiratory tract
TTC12	9606.ENSP00000419652	Monarch	HP:0002088	Abnormal lung morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0002093	Respiratory insufficiency
TTC12	9606.ENSP00000419652	Monarch	HP:0002110	Bronchiectasis
TTC12	9606.ENSP00000419652	Monarch	HP:0002118	Abnormal cerebral ventricle morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0002119	Ventriculomegaly
TTC12	9606.ENSP00000419652	Monarch	HP:0002167	Neurological speech impairment
TTC12	9606.ENSP00000419652	Monarch	HP:0002205	Recurrent respiratory infections
TTC12	9606.ENSP00000419652	Monarch	HP:0002242	Abnormal intestine morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0002257	Chronic rhinitis
TTC12	9606.ENSP00000419652	Monarch	HP:0002463	Language impairment
TTC12	9606.ENSP00000419652	Monarch	HP:0002566	Intestinal malrotation
TTC12	9606.ENSP00000419652	Monarch	HP:0002597	Abnormality of the vasculature
TTC12	9606.ENSP00000419652	Monarch	HP:0002624	Abnormal venous morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0002643	Neonatal respiratory distress
TTC12	9606.ENSP00000419652	Monarch	HP:0002686	Prenatal maternal abnormality
TTC12	9606.ENSP00000419652	Monarch	HP:0002715	Abnormality of the immune system
TTC12	9606.ENSP00000419652	Monarch	HP:0002718	Recurrent bacterial infections
TTC12	9606.ENSP00000419652	Monarch	HP:0002719	Recurrent infections
TTC12	9606.ENSP00000419652	Monarch	HP:0002795	Abnormal respiratory system physiology
TTC12	9606.ENSP00000419652	Monarch	HP:0002813	Abnormality of limb bone morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0002921	Abnormal cerebrospinal fluid morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0003251	Male infertility
TTC12	9606.ENSP00000419652	Monarch	HP:0004307	Abnormal anatomic location of the heart
TTC12	9606.ENSP00000419652	Monarch	HP:0004329	Abnormal posterior eye segment morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0004930	Abnormality of the pulmonary vasculature
TTC12	9606.ENSP00000419652	Monarch	HP:0005105	Abnormal nasal morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0005120	Abnormal cardiac atrium morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0005301	Persistent left superior vena cava
TTC12	9606.ENSP00000419652	Monarch	HP:0005345	Abnormal vena cava morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0005425	Recurrent sinopulmonary infections
TTC12	9606.ENSP00000419652	Monarch	HP:0005607	Abnormal tracheobronchial morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0005938	Abnormal respiratory motile cilium morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0006530	Abnormal pulmonary interstitial morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0006536	Airway obstruction
TTC12	9606.ENSP00000419652	Monarch	HP:0008222	Female infertility
TTC12	9606.ENSP00000419652	Monarch	HP:0009121	Abnormal axial skeleton morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0009799	Supernumerary spleens
TTC12	9606.ENSP00000419652	Monarch	HP:0010451	Aplasia/Hypoplasia of the spleen
TTC12	9606.ENSP00000419652	Monarch	HP:0010772	Anomalous pulmonary venous return
TTC12	9606.ENSP00000419652	Monarch	HP:0010978	Abnormality of immune system physiology
TTC12	9606.ENSP00000419652	Monarch	HP:0011024	Abnormality of the gastrointestinal tract
TTC12	9606.ENSP00000419652	Monarch	HP:0011109	Chronic sinusitis
TTC12	9606.ENSP00000419652	Monarch	HP:0011274	Recurrent mycobacterial infections
TTC12	9606.ENSP00000419652	Monarch	HP:0011297	Abnormal digit morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0011446	Abnormality of higher mental function
TTC12	9606.ENSP00000419652	Monarch	HP:0011452	Functional abnormality of the middle ear
TTC12	9606.ENSP00000419652	Monarch	HP:0011534	Abnormal spatial orientation of the cardiac segments
TTC12	9606.ENSP00000419652	Monarch	HP:0011535	Abnormal atrial arrangement
TTC12	9606.ENSP00000419652	Monarch	HP:0011539	Atrial situs ambiguous
TTC12	9606.ENSP00000419652	Monarch	HP:0011545	Abnormal connection of the cardiac segments
TTC12	9606.ENSP00000419652	Monarch	HP:0011563	Abnormal ventriculoarterial connection
TTC12	9606.ENSP00000419652	Monarch	HP:0011603	Congenital malformation of the great arteries
TTC12	9606.ENSP00000419652	Monarch	HP:0011615	Abnormal pulmonary situs morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0011617	Pulmonary situs ambiguus
TTC12	9606.ENSP00000419652	Monarch	HP:0011718	Abnormality of the pulmonary veins
TTC12	9606.ENSP00000419652	Monarch	HP:0011723	Congenital malformation of the right heart
TTC12	9606.ENSP00000419652	Monarch	HP:0011821	Abnormal facial skeleton morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0011842	Abnormal skeletal morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0011844	Abnormal appendicular skeleton morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0011947	Respiratory tract infection
TTC12	9606.ENSP00000419652	Monarch	HP:0012041	Decreased fertility in males
TTC12	9606.ENSP00000419652	Monarch	HP:0012206	Abnormal sperm motility
TTC12	9606.ENSP00000419652	Monarch	HP:0012252	Abnormal respiratory system morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0012253	Abnormal respiratory epithelium morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0012255	Dynein arm defect of respiratory motile cilia
TTC12	9606.ENSP00000419652	Monarch	HP:0012256	Absent outer dynein arms
TTC12	9606.ENSP00000419652	Monarch	HP:0012257	Absent inner dynein arms
TTC12	9606.ENSP00000419652	Monarch	HP:0012259	Absent inner and outer dynein arms
TTC12	9606.ENSP00000419652	Monarch	HP:0012261	Abnormal respiratory motile cilium physiology
TTC12	9606.ENSP00000419652	Monarch	HP:0012262	Abnormal ciliary motility
TTC12	9606.ENSP00000419652	Monarch	HP:0012263	Immotile cilia
TTC12	9606.ENSP00000419652	Monarch	HP:0012372	Abnormal eye morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0012384	Rhinitis
TTC12	9606.ENSP00000419652	Monarch	HP:0012443	Abnormality of brain morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0012638	Abnormal nervous system physiology
TTC12	9606.ENSP00000419652	Monarch	HP:0012639	Abnormal nervous system morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0012647	Abnormal inflammatory response
TTC12	9606.ENSP00000419652	Monarch	HP:0012649	Increased inflammatory response
TTC12	9606.ENSP00000419652	Monarch	HP:0012718	Morphological abnormality of the gastrointestinal tract
TTC12	9606.ENSP00000419652	Monarch	HP:0012735	Cough
TTC12	9606.ENSP00000419652	Monarch	HP:0012758	Neurodevelopmental delay
TTC12	9606.ENSP00000419652	Monarch	HP:0012759	Neurodevelopmental abnormality
TTC12	9606.ENSP00000419652	Monarch	HP:0012874	Abnormal male reproductive system physiology
TTC12	9606.ENSP00000419652	Monarch	HP:0025015	Abnormal vascular morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0025031	Abnormality of the digestive system
TTC12	9606.ENSP00000419652	Monarch	HP:0025033	Abnormality of digestive system morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0025177	Peribronchovascular interstitial thickening
TTC12	9606.ENSP00000419652	Monarch	HP:0025408	Abnormal spleen morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0025426	Abnormal bronchus morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0025575	Abnormal superior vena cava morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0025576	Abnormal inferior vena cava morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0030680	Abnormality of cardiovascular system morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0030828	Wheezing
TTC12	9606.ENSP00000419652	Monarch	HP:0030829	Abnormal breath sound
TTC12	9606.ENSP00000419652	Monarch	HP:0030962	Abnormal morphology of the great vessels
TTC12	9606.ENSP00000419652	Monarch	HP:0030968	Abnormal pulmonary vein morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0031245	Productive cough
TTC12	9606.ENSP00000419652	Monarch	HP:0031456	Ectopic pregnancy
TTC12	9606.ENSP00000419652	Monarch	HP:0031703	Abnormal ear morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0031704	Abnormal ear physiology
TTC12	9606.ENSP00000419652	Monarch	HP:0031983	Abnormal pulmonary thoracic imaging finding
TTC12	9606.ENSP00000419652	Monarch	HP:0032016	Abnormal sputum
TTC12	9606.ENSP00000419652	Monarch	HP:0032101	Unusual infection
TTC12	9606.ENSP00000419652	Monarch	HP:0032543	Lithoptysis
TTC12	9606.ENSP00000419652	Monarch	HP:0033127	Abnormality of the musculoskeletal system
TTC12	9606.ENSP00000419652	Monarch	HP:0033353	Abnormal blood vessel morphology
TTC12	9606.ENSP00000419652	Monarch	HP:0040064	Abnormality of limbs
TTC12	9606.ENSP00000419652	Monarch	HP:0040068	Abnormality of limb bone
TTC12	9606.ENSP00000419652	Monarch	HP:0100582	Nasal polyposis
TTC12	9606.ENSP00000419652	Monarch	HP:0100750	Atelectasis
TTC12	9606.ENSP00000419652	Monarch	HP:0100763	Abnormality of the lymphatic system
TTC12	9606.ENSP00000419652	Monarch	HP:0200106	Absent/shortened dynein arms
TTC12	9606.ENSP00000419652	Monarch	HP:4000059	Abnormal lung development
TTC12	9606.ENSP00000419652	UniProt Keywords	KW-0025	Alternative splicing
TTC12	9606.ENSP00000419652	UniProt Keywords	KW-0597	Phosphoprotein
TTC12	9606.ENSP00000419652	UniProt Keywords	KW-0677	Repeat
TTC12	9606.ENSP00000419652	UniProt Keywords	KW-0802	TPR repeat
TTC12	9606.ENSP00000419652	InterPro	IPR001440	Tetratricopeptide repeat 1
TTC12	9606.ENSP00000419652	InterPro	IPR011989	Armadillo-like helical
TTC12	9606.ENSP00000419652	InterPro	IPR011990	Tetratricopeptide-like helical domain superfamily
TTC12	9606.ENSP00000419652	InterPro	IPR016024	Armadillo-type fold
TTC12	9606.ENSP00000419652	InterPro	IPR019734	Tetratricopeptide repeat
TTC12	9606.ENSP00000419652	InterPro	IPR043195	Tetratricopeptide repeat protein 12
TTC12	9606.ENSP00000419652	SMART	SM00028	Tetratricopeptide repeats
UCN2	9606.ENSP00000273610	GO Process	GO:0007154	Cell communication
UCN2	9606.ENSP00000273610	GO Process	GO:0007165	Signal transduction
UCN2	9606.ENSP00000273610	GO Process	GO:0007186	G protein-coupled receptor signaling pathway
UCN2	9606.ENSP00000273610	GO Process	GO:0007188	Adenylate cyclase-modulating G protein-coupled receptor signaling pathway
UCN2	9606.ENSP00000273610	GO Process	GO:0007189	Adenylate cyclase-activating G protein-coupled receptor signaling pathway
UCN2	9606.ENSP00000273610	GO Process	GO:0007586	Digestion
UCN2	9606.ENSP00000273610	GO Process	GO:0009605	Response to external stimulus
UCN2	9606.ENSP00000273610	GO Process	GO:0009719	Response to endogenous stimulus
UCN2	9606.ENSP00000273610	GO Process	GO:0009725	Response to hormone
UCN2	9606.ENSP00000273610	GO Process	GO:0009755	Hormone-mediated signaling pathway
UCN2	9606.ENSP00000273610	GO Process	GO:0009987	Cellular process
UCN2	9606.ENSP00000273610	GO Process	GO:0009991	Response to extracellular stimulus
UCN2	9606.ENSP00000273610	GO Process	GO:0010033	Response to organic substance
UCN2	9606.ENSP00000273610	GO Process	GO:0023052	Signaling
UCN2	9606.ENSP00000273610	GO Process	GO:0031667	Response to nutrient levels
UCN2	9606.ENSP00000273610	GO Process	GO:0031668	Cellular response to extracellular stimulus
UCN2	9606.ENSP00000273610	GO Process	GO:0031669	Cellular response to nutrient levels
UCN2	9606.ENSP00000273610	GO Process	GO:0032501	Multicellular organismal process
UCN2	9606.ENSP00000273610	GO Process	GO:0032870	Cellular response to hormone stimulus
UCN2	9606.ENSP00000273610	GO Process	GO:0042221	Response to chemical
UCN2	9606.ENSP00000273610	GO Process	GO:0050789	Regulation of biological process
UCN2	9606.ENSP00000273610	GO Process	GO:0050794	Regulation of cellular process
UCN2	9606.ENSP00000273610	GO Process	GO:0050896	Response to stimulus
UCN2	9606.ENSP00000273610	GO Process	GO:0051716	Cellular response to stimulus
UCN2	9606.ENSP00000273610	GO Process	GO:0065007	Biological regulation
UCN2	9606.ENSP00000273610	GO Process	GO:0070887	Cellular response to chemical stimulus
UCN2	9606.ENSP00000273610	GO Process	GO:0071310	Cellular response to organic substance
UCN2	9606.ENSP00000273610	GO Process	GO:0071495	Cellular response to endogenous stimulus
UCN2	9606.ENSP00000273610	GO Process	GO:0071496	Cellular response to external stimulus
UCN2	9606.ENSP00000273610	GO Function	GO:0001664	G protein-coupled receptor binding
UCN2	9606.ENSP00000273610	GO Function	GO:0005102	Signaling receptor binding
UCN2	9606.ENSP00000273610	GO Function	GO:0005179	Hormone activity
UCN2	9606.ENSP00000273610	GO Function	GO:0005488	Binding
UCN2	9606.ENSP00000273610	GO Function	GO:0005515	Protein binding
UCN2	9606.ENSP00000273610	GO Function	GO:0030545	Signaling receptor regulator activity
UCN2	9606.ENSP00000273610	GO Function	GO:0030546	Signaling receptor activator activity
UCN2	9606.ENSP00000273610	GO Function	GO:0042562	Hormone binding
UCN2	9606.ENSP00000273610	GO Function	GO:0048018	Receptor ligand activity
UCN2	9606.ENSP00000273610	GO Function	GO:0051427	Hormone receptor binding
UCN2	9606.ENSP00000273610	GO Function	GO:0051428	Peptide hormone receptor binding
UCN2	9606.ENSP00000273610	GO Function	GO:0051429	Corticotropin-releasing hormone receptor binding
UCN2	9606.ENSP00000273610	GO Function	GO:0051431	Corticotropin-releasing hormone receptor 2 binding
UCN2	9606.ENSP00000273610	GO Function	GO:0071855	Neuropeptide receptor binding
UCN2	9606.ENSP00000273610	GO Function	GO:0098772	Molecular function regulator activity
UCN2	9606.ENSP00000273610	GO Component	GO:0005576	Extracellular region
UCN2	9606.ENSP00000273610	GO Component	GO:0005615	Extracellular space
UCN2	9606.ENSP00000273610	GO Component	GO:0110165	Cellular anatomical entity
UCN2	9606.ENSP00000273610	STRING clusters	CL:23867	Peptide ligand-binding receptors, and Class B/2 (Secretin family receptors)
UCN2	9606.ENSP00000273610	STRING clusters	CL:23868	Peptide ligand-binding receptors, and Neuropeptide receptor binding
UCN2	9606.ENSP00000273610	STRING clusters	CL:23869	Peptide ligand-binding receptors, and Neuropeptide receptor binding
UCN2	9606.ENSP00000273610	STRING clusters	CL:24029	Mixed, incl. Vasopressin-like receptors, and Corticotropin-releasing factor
UCN2	9606.ENSP00000273610	STRING clusters	CL:24030	Mixed, incl. Vasopressin-like receptors, and Corticotropin-releasing factor
UCN2	9606.ENSP00000273610	STRING clusters	CL:24031	Vasopressin-like receptors, and Corticotropin-releasing factor
UCN2	9606.ENSP00000273610	STRING clusters	CL:24033	Corticotropin-releasing hormone receptor 2 binding, and Corticotrophin-releasing factor receptor activity
UCN2	9606.ENSP00000273610	KEGG	hsa04080	Neuroactive ligand-receptor interaction
UCN2	9606.ENSP00000273610	Reactome	HSA-162582	Signal Transduction
UCN2	9606.ENSP00000273610	Reactome	HSA-372790	Signaling by GPCR
UCN2	9606.ENSP00000273610	Reactome	HSA-373080	Class B/2 (Secretin family receptors)
UCN2	9606.ENSP00000273610	Reactome	HSA-500792	GPCR ligand binding
UCN2	9606.ENSP00000273610	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
UCN2	9606.ENSP00000273610	TISSUES	BTO:0000042	Animal
UCN2	9606.ENSP00000273610	TISSUES	BTO:0000634	Integument
UCN2	9606.ENSP00000273610	TISSUES	BTO:0001489	Whole body
UCN2	9606.ENSP00000273610	COMPARTMENTS	GOCC:0005576	Extracellular region
UCN2	9606.ENSP00000273610	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
UCN2	9606.ENSP00000273610	UniProt Keywords	KW-0325	Glycoprotein
UCN2	9606.ENSP00000273610	UniProt Keywords	KW-0372	Hormone
UCN2	9606.ENSP00000273610	UniProt Keywords	KW-0732	Signal
UCN2	9606.ENSP00000273610	UniProt Keywords	KW-0964	Secreted
UCN2	9606.ENSP00000273610	InterPro	IPR000187	Corticotropin-releasing factor
UCN2	9606.ENSP00000273610	InterPro	IPR024270	Urocortin II/III
UCN2	9606.ENSP00000273610	SMART	SM00039	Corticotropin-releasing factor
ZNF575	9606.ENSP00000315870	GO Process	GO:0006355	Regulation of transcription, DNA-templated
